balance,return,highLevel,drawdown,ddPercent,date,netPnl
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-09 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-10 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-11 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-14 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-15 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-16 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-17 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-18 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-21 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-22 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-23 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-24 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-25 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-28 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-29 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-30 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-01-31 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-02-11 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-02-12 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-02-13 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-02-14 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-02-15 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-02-18 15:00:00,0.0
1000000.0,0.0,1029679.7200000002,0.0,0.0,2019-02-19 15:00:00,0.0
