bollWindow,bollDev,symbol,totalReturn,maxDdPercent,totalTradeCount,sharpeRatio
10,2.3,m,-0.21248000000002598,-0.39072697548120716,12,-4.500307786329324
10,2.3,OI,0.2379200000000692,-0.8438341074216401,14,2.5124080877845985
10,2.3,rb,-0.30573844000000294,-0.6043713737019151,12,-5.440238138465986
10,2.3,RM,0.1006400000000518,-0.17043428027021865,13,2.272608525082007
10,2.3,y,1.0896999999999935,-0.28216709860545475,7,13.069409236226642
