rsiLength,trailingPercent,victoryPercent,totalReturn,maxDdPercent,totalTradeCount,sharpeRatio
5,0.4,0.1,84.35327600000005,-111.09666285245548,130,-0.7266870432004889
5,0.4,0.2,195.76872400000002,-99.02184821973309,124,4.527177517302658
5,0.4,0.3,112.18341600000001,-124.63437582421338,118,-1.8203555727515308
5,0.4,0.4,73.12328800000006,-148.5469044351184,114,2.9715513340982223
5,0.4,0.5,279.537956,-166.83272154070704,108,-0.9236826891231242
5,0.5,0.1,598.1221960000003,-83.61663387890388,114,3.79010959856383
5,0.5,0.2,529.0680200000003,-75.65383872090351,110,3.6069615176899483
5,0.5,0.3,569.0684760000006,-70.56646071808994,110,3.704942210837663
5,0.5,0.4,735.0080720000001,-110.04241130347945,106,3.7666556922236687
5,0.5,0.5,1117.835464000001,-78.73578185440601,94,4.2971512934172695
5,0.6,0.1,307.36288799999994,-72.80750503808503,96,3.1424174633094615
5,0.6,0.2,192.8331719999998,-84.8453462481375,94,2.929150823309207
5,0.6,0.3,172.83338800000018,-81.80114187945117,94,3.0258186311921365
5,0.6,0.4,163.30318000000017,-101.37046294033176,92,0.3903838632027663
5,0.6,0.5,499.71914400000026,-75.01663616653212,86,3.7196549846782268
5,0.7,0.1,275.191396,-84.75783377279228,84,3.905157888509943
5,0.7,0.2,210.66184800000002,-86.61090557384597,82,3.9876143679996416
5,0.7,0.3,35.661644000000095,-99.7031595899362,82,3.1024911415058902
5,0.7,0.4,-44.33835599999987,-125.82195807525527,82,3.2459698412011617
5,0.7,0.5,76.13666799999991,-143.0285153905024,80,-1.5835280818789925
5,0.8,0.1,1.607192000000035,-279.0032014131211,78,-2.9490464581554723
5,0.8,0.2,-22.922427999999904,-302.369072123161,76,0.09449442533458109
5,0.8,0.3,-222.45081199999993,-306.55645610149793,74,3.1962369518669616
5,0.8,0.4,-232.45071600000006,-272.1296436743524,74,1.8505801392110561
5,0.8,0.5,43.02458400000002,-227.33930579993884,72,3.4668229581834833
5,0.9,0.1,-318.39115200000003,-311.77825302101996,78,2.3720458278219607
5,0.9,0.2,-297.9206639999998,-342.9275689973145,76,-3.2608698865389933
5,0.9,0.3,-182.44879600000002,-300.64651839578056,74,-1.799317355189658
5,0.9,0.4,3.021175999999892,-329.16969309124886,72,-1.308031623716822
5,0.9,0.5,-81.50438799999992,-274.1533504359611,70,1.4061484495880958
