rsiLength,trailingPercent,victoryPercent,totalReturn,maxDdPercent,totalTradeCount,sharpeRatio
5,0.4,0.1,-207.11149599999987,-797.3097035958662,154,1.9678396446818136
5,0.4,0.2,-76.62425600000009,-686.3544071414422,152,2.0052982090590974
5,0.4,0.3,564.3348160000005,-651.8973546290126,148,3.2579520208927226
5,0.4,0.4,1015.7685040000002,-633.4872834653419,142,-0.8071382782046654
5,0.4,0.5,561.2534759999998,-712.5659233985364,140,3.622867031823683
5,0.5,0.1,-442.7903199999996,-1147.571462598287,136,1.709201415998781
5,0.5,0.2,-302.30315200000007,-946.6941902095982,134,2.589385017889485
5,0.5,0.3,142.69556400000013,-1004.2473011068163,134,2.829363974786418
5,0.5,0.4,543.1765160000004,-988.5174647641365,132,1.6221974332708593
5,0.5,0.5,93.66161999999964,-1040.24855880948,130,0.39726986755953597
5,0.6,0.1,-552.7190239999995,-1227.3655611623512,115,-2.055829483008835
5,0.6,0.2,-607.7190359999997,-1250.1421839566524,115,-2.175920921460778
5,0.6,0.3,-157.72059599999974,-1107.2663122708955,115,-2.0284897890878186
5,0.6,0.4,327.27917599999995,-1142.5308962939025,115,-2.196772739183418
5,0.6,0.5,182.27899599999978,-1178.9733703180716,115,-0.20715412749049492
5,0.7,0.1,159.677432,-915.9949699181955,105,-0.5840729293738948
5,0.7,0.2,74.67734800000005,-920.5503119694432,105,-1.3749574580574642
5,0.7,0.3,569.6758959999999,-908.4704700073338,105,-1.7703047556171836
5,0.7,0.4,1125.16118,-967.6894793638663,103,3.491910647949146
5,0.7,0.5,1000.1611439999998,-1004.1318659260975,103,2.9115410364536136
5,0.8,0.1,98.27827200000007,-1000.8072518190991,90,-0.42265625804309287
5,0.8,0.2,48.27836800000016,-1014.4731467799356,90,-0.6953203772879978
5,0.8,0.3,558.276952,-957.5755849709491,90,-0.9259793039624117
5,0.8,0.4,938.2764720000001,-965.9509619865638,90,-2.057999443547224
5,0.8,0.5,833.2763880000002,-984.1721552676795,90,-2.879226152454368
5,0.9,0.1,551.6392960000001,-747.6406741449539,76,0.9313945883417792
5,0.9,0.2,521.639344,-743.0853758246751,76,-0.5569742662321356
5,0.9,0.3,1011.6380239999999,-754.5174309455203,76,-0.14352097602854552
5,0.9,0.4,1106.638348,-845.6235504094896,76,-1.1655602390910673
5,0.9,0.5,806.638516,-1041.501640567296,76,-1.3608623432069944
