datetime,direction,offset,volume,price,pnl,atrValue,atrMa,rsiValue,iswave,intraTradeHigh,intraTradeLow,stop 
2019-10-15 22:45:00,多,开,1,12705.0,0,20.0,14.285714285714286,68.4992930266253,False,12710.0,12695.0,0
2019-10-16 09:05:00,,平,1,12690.0,-15.0,15.0,14.285714285714286,37.06946373279049,True,12730.0,12695.0,12691.81
2019-10-16 11:05:00,空,开,1,12640.0,0,10.0,8.928571428571429,26.31719913272918,False,12645.0,12635.0,12691.81
