datetime,direction,offset,volume,price,pnl,atrValue,atrMa,rsiValue,iswave,intraTradeHigh,intraTradeLow,stop 
2019-10-15 14:25:00,空,开,1,1840.0,0,4.0,1.7857142857142858,28.61819829513143,False,1843.0,1840.0,0
2019-10-15 22:45:00,空,开,1,1841.0,0,1.0,0.9285714285714286,22.739193772367937,False,1842.0,1841.0,0
2019-10-16 09:25:00,,平,-1,1847.0,-6.0,2.0,1.2857142857142858,82.30415572237672,True,1842.0,1841.0,1846.523
