datetime,direction,offset,volume,price,pnl,atrValue,atrMa,rsiValue,iswave,intraTradeHigh,intraTradeLow,stop 
2019-10-15 14:50:00,多,开,1,3341.0,0,14.000000000000455,5.214285714285779,70.81389758887143,False,3344.0000000000005,3340.0,0
2019-10-15 21:55:00,多,开,1,3343.0,0,7.000000000000455,6.642857142857403,72.37522571348069,False,3343.0000000000005,3342.0,0
2019-10-16 09:15:00,,平,1,3342.0,-1.0,6.0,4.500000000000325,36.97529248810835,False,3354.0,3342.0,3343.938
2019-10-16 09:40:00,空,开,1,3336.0000000000005,0,7.0,4.285714285714611,19.36448910807042,False,3340.0,3334.0,3343.938
2019-10-16 10:40:00,,平,-1,3342.0000000000005,-6.0,5.000000000000455,3.14285714285737,71.68313848132328,False,3340.0,3332.0,3341.9959999999996
2019-10-16 10:50:00,空,开,1,3330.0,0,6.000000000000455,4.00000000000026,29.987253854822505,False,3331.0000000000005,3328.0,3341.9959999999996
