date,time,open,high,low,close,volume
2019-09-23,21:01:00,12820.0,12840.0,12820.0,12835.0,0
2019-09-23,21:02:00,12835.0,12840.0,12830.0,12835.0,0
2019-09-23,21:03:00,12835.0,12840.0,12830.0,12840.0,0
2019-09-23,21:04:00,12840.0,12840.0,12830.0,12835.0,0
2019-09-23,21:05:00,12835.0,12835.0,12815.0,12815.0,0
2019-09-23,21:06:00,12820.0,12830.0,12815.0,12830.0,0
2019-09-23,21:07:00,12830.0,12830.0,12815.0,12820.0,0
2019-09-23,21:08:00,12825.0,12840.0,12825.0,12835.0,0
2019-09-23,21:09:00,12835.0,12835.0,12825.0,12830.0,0
2019-09-23,21:10:00,12825.0,12830.0,12820.0,12825.0,0
2019-09-23,21:11:00,12820.0,12830.0,12820.0,12820.0,0
2019-09-23,21:12:00,12820.0,12825.0,12810.0,12825.0,0
2019-09-23,21:13:00,12825.0,12830.0,12820.0,12825.0,0
2019-09-23,21:14:00,12820.0,12825.0,12820.0,12825.0,0
2019-09-23,21:15:00,12825.0,12825.0,12815.0,12820.0,0
2019-09-23,21:16:00,12820.0,12830.0,12820.0,12825.0,0
2019-09-23,21:17:00,12825.0,12835.0,12825.0,12835.0,0
2019-09-23,21:18:00,12835.0,12835.0,12830.0,12830.0,0
2019-09-23,21:19:00,12830.0,12845.0,12830.0,12845.0,0
2019-09-23,21:20:00,12845.0,12845.0,12835.0,12840.0,0
2019-09-23,21:21:00,12840.0,12840.0,12830.0,12835.0,0
2019-09-23,21:22:00,12835.0,12835.0,12830.0,12830.0,0
2019-09-23,21:23:00,12830.0,12835.0,12830.0,12830.0,0
2019-09-23,21:24:00,12835.0,12835.0,12830.0,12835.0,0
2019-09-23,21:25:00,12835.0,12840.0,12835.0,12840.0,0
2019-09-23,21:26:00,12840.0,12840.0,12835.0,12835.0,0
2019-09-23,21:27:00,12835.0,12840.0,12830.0,12830.0,0
2019-09-23,21:28:00,12830.0,12840.0,12830.0,12835.0,0
2019-09-23,21:29:00,12835.0,12840.0,12835.0,12840.0,0
2019-09-23,21:30:00,12835.0,12845.0,12835.0,12845.0,0
2019-09-23,21:31:00,12845.0,12845.0,12840.0,12840.0,0
2019-09-23,21:32:00,12840.0,12845.0,12840.0,12840.0,0
2019-09-23,21:33:00,12840.0,12865.0,12840.0,12865.0,0
2019-09-23,21:34:00,12860.0,12870.0,12860.0,12865.0,0
2019-09-23,21:35:00,12865.0,12865.0,12855.0,12855.0,0
2019-09-23,21:36:00,12860.0,12865.0,12855.0,12865.0,0
2019-09-23,21:37:00,12860.0,12865.0,12855.0,12855.0,0
2019-09-23,21:38:00,12855.0,12865.0,12855.0,12865.0,0
2019-09-23,21:39:00,12865.0,12870.0,12860.0,12860.0,0
2019-09-23,21:40:00,12865.0,12870.0,12860.0,12865.0,0
2019-09-23,21:41:00,12865.0,12865.0,12855.0,12860.0,0
2019-09-23,21:42:00,12855.0,12865.0,12855.0,12855.0,0
2019-09-23,21:43:00,12855.0,12865.0,12855.0,12860.0,0
2019-09-23,21:44:00,12860.0,12860.0,12855.0,12855.0,0
2019-09-23,21:45:00,12855.0,12865.0,12855.0,12865.0,0
2019-09-23,21:46:00,12865.0,12865.0,12860.0,12860.0,0
2019-09-23,21:47:00,12860.0,12870.0,12860.0,12870.0,0
2019-09-23,21:48:00,12870.0,12870.0,12860.0,12865.0,0
2019-09-23,21:49:00,12865.0,12865.0,12855.0,12855.0,0
