2019-07-09 10:57:47,5216.0,5225.0,589544,545524.0,551360.0,500,10:57:22
2019-07-09 10:57:48,5216.0,5225.0,589544,545524.0,551360.0,0,10:57:24
2019-07-09 10:57:48,5215.0,5225.0,589550,545526.0,551360.0,500,10:57:24
2019-07-09 10:57:50,5216.0,5225.0,589554,545526.0,551360.0,0,10:57:26
2019-07-09 10:57:50,5215.0,5225.0,589556,545526.0,551360.0,0,10:57:27
2019-07-09 10:57:50,5215.0,5225.0,589584,545534.0,551360.0,500,10:57:27
2019-07-09 10:57:51,5215.0,5225.0,589590,545534.0,551360.0,500,10:57:28
2019-07-09 10:57:52,5215.0,5225.0,589590,545534.0,551360.0,500,10:57:29
2019-07-09 10:57:53,5215.0,5225.0,589592,545536.0,551360.0,500,10:57:30
2019-07-09 10:57:53,5215.0,5225.0,589592,545536.0,551360.0,0,10:57:31
2019-07-09 10:57:54,5216.0,5225.0,589594,545536.0,551360.0,500,10:57:31
2019-07-09 10:57:54,5215.0,5225.0,589596,545538.0,551360.0,0,10:57:32
2019-07-09 10:57:55,5216.0,5225.0,589598,545538.0,551360.0,0,10:57:33
2019-07-09 10:57:56,5215.0,5225.0,589600,545540.0,551360.0,0,10:57:34
2019-07-09 10:57:57,5215.0,5225.0,589600,545540.0,551360.0,500,10:57:34
2019-07-09 10:57:59,5216.0,5225.0,589606,545540.0,551360.0,0,10:57:37
2019-07-09 10:58:00,5216.0,5225.0,589606,545540.0,551360.0,500,10:57:37
2019-07-09 10:58:01,5216.0,5225.0,589610,545540.0,551360.0,500,10:57:38
2019-07-09 10:58:01,5216.0,5225.0,589612,545540.0,551360.0,0,10:57:39
2019-07-09 10:58:02,5215.0,5225.0,589620,545532.0,551360.0,0,10:57:40
2019-07-09 10:58:03,5215.0,5225.0,589620,545532.0,551360.0,500,10:57:40
2019-07-09 10:58:03,5215.0,5225.0,589624,545532.0,551360.0,0,10:57:41
2019-07-09 10:58:04,5215.0,5225.0,589624,545532.0,551360.0,500,10:57:41
2019-07-09 10:58:04,5215.0,5225.0,589624,545532.0,551360.0,0,10:57:42
2019-07-09 10:58:05,5215.0,5225.0,589626,545532.0,551360.0,500,10:57:42
2019-07-09 10:58:06,5215.0,5225.0,589646,545546.0,551360.0,500,10:57:43
2019-07-09 10:58:06,5215.0,5225.0,589652,545546.0,551360.0,0,10:57:44
2019-07-09 10:58:07,5215.0,5225.0,589652,545546.0,551360.0,0,10:57:45
2019-07-09 10:58:08,5215.0,5225.0,589652,545546.0,551360.0,500,10:57:45
2019-07-09 10:58:08,5215.0,5225.0,589654,545546.0,551360.0,0,10:57:46
2019-07-09 10:58:09,5215.0,5225.0,589670,545546.0,551360.0,500,10:57:46
2019-07-09 10:58:10,5215.0,5225.0,589670,545546.0,551360.0,500,10:57:47
2019-07-09 10:58:10,5215.0,5225.0,589694,545552.0,551360.0,0,10:57:48
2019-07-09 10:58:12,5215.0,5225.0,589694,545552.0,551360.0,500,10:57:48
2019-07-09 10:58:12,5215.0,5225.0,589694,545552.0,551360.0,500,10:57:49
2019-07-09 10:58:13,5215.0,5225.0,589694,545552.0,551360.0,500,10:57:50
2019-07-09 10:58:17,5215.0,5225.0,589694,545552.0,551360.0,0,10:57:53
2019-07-09 10:58:17,5215.0,5225.0,589696,545552.0,551360.0,500,10:57:53
2019-07-09 10:58:21,5215.0,5225.0,589698,545552.0,551360.0,0,10:57:55
2019-07-09 10:58:21,5215.0,5225.0,589698,545552.0,551360.0,0,10:57:57
2019-07-09 10:58:21,5215.0,5225.0,589698,545552.0,551360.0,500,10:57:57
2019-07-09 10:58:21,5215.0,5225.0,589698,545552.0,551360.0,0,10:57:58
2019-07-09 10:58:28,5215.0,5225.0,589698,545552.0,551360.0,500,10:57:58
2019-07-09 10:58:28,5215.0,5225.0,589700,545552.0,551360.0,0,10:58:00
2019-07-09 10:58:28,5216.0,5225.0,589702,545552.0,551360.0,0,10:58:01
2019-07-09 10:58:28,5215.0,5225.0,589708,545552.0,551360.0,500,10:58:01
2019-07-09 10:58:28,5216.0,5225.0,589736,545558.0,551360.0,0,10:58:02
2019-07-09 10:58:29,5216.0,5225.0,589740,545560.0,551360.0,500,10:58:03
2019-07-09 10:58:29,5216.0,5225.0,589740,545560.0,551360.0,0,10:58:04
2019-07-09 10:58:29,5215.0,5225.0,589742,545560.0,551360.0,0,10:58:05
2019-07-09 10:58:29,5216.0,5225.0,589744,545562.0,551360.0,500,10:58:06
2019-07-09 10:58:30,5217.0,5225.0,589856,545606.0,551360.0,500,10:58:07
2019-07-09 10:58:30,5216.0,5225.0,589876,545590.0,551360.0,0,10:58:08
2019-07-09 10:58:31,5216.0,5225.0,589880,545592.0,551360.0,500,10:58:08
2019-07-09 10:58:31,5216.0,5225.0,589880,545592.0,551360.0,0,10:58:09
2019-07-09 10:58:32,5216.0,5225.0,589880,545592.0,551360.0,500,10:58:09
2019-07-09 10:58:32,5216.0,5225.0,589882,545592.0,551360.0,0,10:58:10
2019-07-09 10:58:33,5216.0,5225.0,589882,545592.0,551360.0,500,10:58:10
2019-07-09 10:58:35,5216.0,5225.0,589882,545592.0,551360.0,500,10:58:11
2019-07-09 10:58:35,5216.0,5225.0,589886,545592.0,551360.0,0,10:58:12
2019-07-09 10:58:35,5215.0,5225.0,589906,545612.0,551360.0,500,10:58:12
2019-07-09 10:58:35,5216.0,5225.0,589908,545614.0,551360.0,0,10:58:13
2019-07-09 10:58:36,5216.0,5225.0,589936,545598.0,551360.0,0,10:58:14
2019-07-09 10:58:37,5216.0,5225.0,589936,545598.0,551360.0,0,10:58:15
2019-07-09 10:58:38,5216.0,5225.0,589936,545598.0,551360.0,500,10:58:15
2019-07-09 10:58:38,5216.0,5225.0,589936,545598.0,551360.0,0,10:58:16
2019-07-09 10:58:39,5215.0,5225.0,589938,545598.0,551360.0,500,10:58:16
2019-07-09 10:58:39,5216.0,5225.0,589956,545600.0,551360.0,0,10:58:17
2019-07-09 10:58:40,5216.0,5225.0,589964,545608.0,551360.0,500,10:58:17
2019-07-09 10:58:40,5216.0,5225.0,589966,545610.0,551360.0,0,10:58:18
2019-07-09 10:58:41,5215.0,5225.0,589968,545612.0,551360.0,0,10:58:19
2019-07-09 10:58:42,5215.0,5225.0,589968,545612.0,551360.0,500,10:58:19
2019-07-09 10:58:43,5215.0,5225.0,589968,545612.0,551360.0,500,10:58:20
2019-07-09 10:58:44,5216.0,5225.0,589978,545610.0,551360.0,500,10:58:21
2019-07-09 10:58:45,5216.0,5225.0,589982,545610.0,551360.0,500,10:58:22
2019-07-09 10:58:45,5216.0,5225.0,589984,545608.0,551360.0,0,10:58:23
2019-07-09 10:58:46,5216.0,5225.0,589984,545608.0,551360.0,0,10:58:24
2019-07-09 10:58:48,5216.0,5225.0,589986,545608.0,551360.0,500,10:58:25
2019-07-09 10:58:48,5216.0,5225.0,589988,545610.0,551360.0,0,10:58:26
