0,net,hold,trade,commission,slipp
2018-4-20 22:30,360,360,0,0,0
2018-4-20 22:35,-360,-360,0,0,0
2018-4-20 22:40,-1080,-1080,0,0,0
2018-4-20 22:45,1080,1080,0,0,0
2018-4-20 22:50,-720,-720,0,0,0
2018-4-20 22:55,1080,1080,0,0,0
2018-4-20 23:00,-2520,-2520,0,0,0
2018-4-20 23:05,360,360,0,0,0
2018-4-20 23:10,-2160,-2160,0,0,0
2018-4-20 23:15,360,360,0,0,0
2018-4-20 23:20,-1800,-1800,0,0,0
2018-4-20 23:25,-360,-360,0,0,0
2018-4-20 23:30,-2880,-2880,0,0,0
2018-4-23 9:05,21960,21960,0,0,0
2018-4-23 9:10,0,0,0,0,0
2018-4-23 9:15,2160,2160,0,0,0
2018-4-23 9:20,360,360,0,0,0
2018-4-23 9:25,-360,-360,0,0,0
2018-4-23 9:30,-1440,-1440,0,0,0
2018-4-23 9:35,360,360,0,0,0
2018-4-23 9:40,-1440,-1440,0,0,0
2018-4-23 9:45,-360,-360,0,0,0
2018-4-23 9:50,1440,1440,0,0,0
2018-4-23 9:55,0,0,0,0,0
2018-4-23 10:00,0,0,0,0,0
2018-4-23 10:05,1080,1080,0,0,0
2018-4-23 10:10,-1080,-1080,0,0,0
2018-4-23 10:15,720,720,0,0,0
2018-4-23 10:35,-360,-360,0,0,0
2018-4-23 10:40,720,720,0,0,0
2018-4-23 10:45,0,0,0,0,0
2018-4-23 10:50,360,360,0,0,0
2018-4-23 10:55,0,0,0,0,0
2018-4-23 11:00,0,0,0,0,0
2018-4-23 11:05,-360,-360,0,0,0
2018-4-23 11:10,-1080,-1080,0,0,0
2018-4-23 11:15,0,0,0,0,0
2018-4-23 11:20,-360,-360,0,0,0
2018-4-23 11:25,-360,-360,0,0,0
2018-4-23 11:30,-720,-720,0,0,0
2018-4-23 13:35,1080,1080,0,0,0
2018-4-23 13:40,360,360,0,0,0
2018-4-23 13:45,-3240,-3240,0,0,0
2018-4-23 13:50,0,0,0,0,0
2018-4-23 13:55,-720,-720,0,0,0
2018-4-23 14:00,720,720,0,0,0
2018-4-23 14:05,0,0,0,0,0
2018-4-23 14:10,-1080,-1080,0,0,0
2018-4-23 14:15,0,0,0,0,0
2018-4-23 14:20,360,360,0,0,0
2018-4-23 14:25,1440,1440,0,0,0
2018-4-23 14:30,-720,-720,0,0,0
2018-4-23 14:35,-1080,-1080,0,0,0
2018-4-23 14:40,-1080,-1080,0,0,0
2018-4-23 14:45,0,0,0,0,0
2018-4-23 14:50,1440,1440,0,0,0
2018-4-23 14:55,1800,1800,0,0,0
2018-4-23 15:00,-360,-360,0,0,0
2018-4-23 21:05,-720,-720,0,0,0
2018-4-23 21:10,0,0,0,0,0
2018-4-23 21:15,720,720,0,0,0
2018-4-23 21:20,-360,-360,0,0,0
2018-4-23 21:25,-720,-720,0,0,0
2018-4-23 21:30,1440,1440,0,0,0
2018-4-23 21:35,1080,1080,0,0,0
2018-4-23 21:40,-360,-360,0,0,0
2018-4-23 21:45,360,360,0,0,0
2018-4-23 21:50,1440,1440,0,0,0
2018-4-23 21:55,-1440,-1440,0,0,0
2018-4-23 22:00,1080,1080,0,0,0
2018-4-23 22:05,1440,1440,0,0,0
2018-4-23 22:10,0,0,0,0,0
2018-4-23 22:15,360,360,0,0,0
2018-4-23 22:20,-360,-360,0,0,0
2018-4-23 22:25,-360,-360,0,0,0
2018-4-23 22:30,0,0,0,0,0
2018-4-23 22:35,-1440,-1440,0,0,0
2018-4-23 22:40,1440,1440,0,0,0
2018-4-23 22:45,360,360,0,0,0
2018-4-23 22:50,-360,-360,0,0,0
2018-4-23 22:55,-360,-360,0,0,0
2018-4-23 23:00,0,0,0,0,0
2018-4-23 23:05,360,360,0,0,0
2018-4-23 23:10,360,360,0,0,0
2018-4-23 23:15,720,720,0,0,0
2018-4-23 23:20,-1800,-1800,0,0,0
2018-4-23 23:25,1440,1440,0,0,0
2018-4-23 23:30,-3960,-3960,0,0,0
2018-4-24 9:05,720,720,0,0,0
2018-4-24 9:10,0,0,0,0,0
2018-4-24 9:15,0,0,0,0,0
2018-4-24 9:20,0,0,0,0,0
2018-4-24 9:25,1440,1440,0,0,0
2018-4-24 9:30,360,360,0,0,0
2018-4-24 9:35,-1440,-1440,0,0,0
2018-4-24 9:40,-360,-360,0,0,0
2018-4-24 9:45,360,360,0,0,0
2018-4-24 9:50,1080,1080,0,0,0
2018-4-24 9:55,-1080,-1080,0,0,0
2018-4-24 10:00,360,360,0,0,0
2018-4-24 10:05,-360,-360,0,0,0
2018-4-24 10:10,-1080,-1080,0,0,0
2018-4-24 10:15,-360,-360,0,0,0
2018-4-24 10:35,360,360,0,0,0
2018-4-24 10:40,-360,-360,0,0,0
2018-4-24 10:45,360,360,0,0,0
2018-4-24 10:50,360,360,0,0,0
2018-4-24 10:55,-360,-360,0,0,0
2018-4-24 11:00,360,360,0,0,0
2018-4-24 11:05,360,360,0,0,0
2018-4-24 11:10,-720,-720,0,0,0
2018-4-24 11:15,360,360,0,0,0
2018-4-24 11:20,-360,-360,0,0,0
2018-4-24 11:25,-2160,-2160,0,0,0
2018-4-24 11:30,-360,-360,0,0,0
2018-4-24 13:35,720,720,0,0,0
2018-4-24 13:40,720,720,0,0,0
2018-4-24 13:45,0,0,0,0,0
2018-4-24 13:50,-720,-720,0,0,0
2018-4-24 13:55,0,0,0,0,0
2018-4-24 14:00,-1080,-1080,0,0,0
2018-4-24 14:05,720,720,0,0,0
2018-4-24 14:10,1080,1080,0,0,0
2018-4-24 14:15,360,360,0,0,0
2018-4-24 14:20,-360,-360,0,0,0
2018-4-24 14:25,0,0,0,0,0
2018-4-24 14:30,-360,-360,0,0,0
2018-4-24 14:35,720,720,0,0,0
2018-4-24 14:40,1440,1440,0,0,0
2018-4-24 14:45,1080,1080,0,0,0
2018-4-24 14:50,-1080,-1080,0,0,0
2018-4-24 14:55,720,720,0,0,0
2018-4-24 15:00,2160,2160,0,0,0
2018-4-24 21:05,-1080,-1080,0,0,0
2018-4-24 21:10,-720,-720,0,0,0
2018-4-24 21:15,-1800,-1800,0,0,0
2018-4-24 21:20,360,360,0,0,0
2018-4-24 21:25,-360,-360,0,0,0
2018-4-24 21:30,-360,-360,0,0,0
2018-4-24 21:35,0,0,0,0,0
2018-4-24 21:40,-2160,-2160,0,0,0
2018-4-24 21:45,0,0,0,0,0
2018-4-24 21:50,-720,-720,0,0,0
2018-4-24 21:55,720,720,0,0,0
2018-4-24 22:00,360,360,0,0,0
2018-4-24 22:05,1080,1080,0,0,0
2018-4-24 22:10,-360,-360,0,0,0
2018-4-24 22:15,720,720,0,0,0
2018-4-24 22:20,360,360,0,0,0
2018-4-24 22:25,-1440,-1440,0,0,0
2018-4-24 22:30,0,0,0,0,0
2018-4-24 22:35,360,360,0,0,0
2018-4-24 22:40,0,0,0,0,0
2018-4-24 22:45,360,360,0,0,0
2018-4-24 22:50,0,0,0,0,0
2018-4-24 22:55,0,0,0,0,0
2018-4-24 23:00,-360,-360,0,0,0
2018-4-24 23:05,0,0,0,0,0
2018-4-24 23:10,-360,-360,0,0,0
2018-4-24 23:15,0,0,0,0,0
2018-4-24 23:20,360,360,0,0,0
2018-4-24 23:25,-360,-360,0,0,0
2018-4-24 23:30,0,0,0,0,0
2018-4-25 9:05,3240,3240,0,0,0
2018-4-25 9:10,720,720,0,0,0
2018-4-25 9:15,-720,-720,0,0,0
2018-4-25 9:20,720,720,0,0,0
2018-4-25 9:25,-360,-360,0,0,0
2018-4-25 9:30,0,0,0,0,0
2018-4-25 9:35,-1440,-1440,0,0,0
2018-4-25 9:40,-720,-720,0,0,0
2018-4-25 9:45,-720,-720,0,0,0
2018-4-25 9:50,-5400,-5400,0,0,0
2018-4-25 9:55,-1440,-1440,0,0,0
2018-4-25 10:00,2520,2520,0,0,0
2018-4-25 10:05,1440,1440,0,0,0
2018-4-25 10:10,720,720,0,0,0
2018-4-25 10:15,360,360,0,0,0
2018-4-25 10:35,-360,-360,0,0,0
2018-4-25 10:40,0,0,0,0,0
2018-4-25 10:45,-720,-720,0,0,0
2018-4-25 10:50,0,0,0,0,0
2018-4-25 10:55,720,720,0,0,0
2018-4-25 11:00,0,0,0,0,0
2018-4-25 11:05,360,360,0,0,0
2018-4-25 11:10,1800,1800,0,0,0
2018-4-25 11:15,1440,1440,0,0,0
2018-4-25 11:20,0,0,0,0,0
2018-4-25 11:25,720,720,0,0,0
2018-4-25 11:30,360,360,0,0,0
2018-4-25 13:35,-360,-360,0,0,0
2018-4-25 13:40,720,720,0,0,0
2018-4-25 13:45,0,0,0,0,0
2018-4-25 13:50,1080,1080,0,0,0
2018-4-25 13:55,0,0,0,0,0
2018-4-25 14:00,720,720,0,0,0
2018-4-25 14:05,-1080,-1080,0,0,0
2018-4-25 14:10,0,0,0,0,0
2018-4-25 14:15,-1800,-1800,0,0,0
2018-4-25 14:20,720,720,0,0,0
2018-4-25 14:25,0,0,0,0,0
2018-4-25 14:30,-360,-360,0,0,0
2018-4-25 14:35,1440,1440,0,0,0
2018-4-25 14:40,0,0,0,0,0
2018-4-25 14:45,-360,-360,0,0,0
2018-4-25 14:50,0,0,0,0,0
2018-4-25 14:55,0,0,0,0,0
2018-4-25 15:00,-720,-720,0,0,0
2018-4-25 21:05,4320,4320,0,0,0
2018-4-25 21:10,-720,-720,0,0,0
2018-4-25 21:15,2160,2160,0,0,0
2018-4-25 21:20,720,720,0,0,0
2018-4-25 21:25,-720,-720,0,0,0
2018-4-25 21:30,0,0,0,0,0
2018-4-25 21:35,-1440,-1440,0,0,0
2018-4-25 21:40,-360,-360,0,0,0
2018-4-25 21:45,720,720,0,0,0
2018-4-25 21:50,720,720,0,0,0
2018-4-25 21:55,-720,-720,0,0,0
2018-4-25 22:00,1080,1080,0,0,0
2018-4-25 22:05,360,360,0,0,0
2018-4-25 22:10,0,0,0,0,0
2018-4-25 22:15,-720,-720,0,0,0
2018-4-25 22:20,-1080,-1080,0,0,0
2018-4-25 22:25,-2880,-2880,0,0,0
2018-4-25 22:30,720,720,0,0,0
2018-4-25 22:35,-1440,-1440,0,0,0
2018-4-25 22:40,1800,1800,0,0,0
2018-4-25 22:45,0,0,0,0,0
2018-4-25 22:50,360,360,0,0,0
2018-4-25 22:55,0,0,0,0,0
2018-4-25 23:00,1080,1080,0,0,0
2018-4-25 23:05,360,360,0,0,0
2018-4-25 23:10,0,0,0,0,0
2018-4-25 23:15,2160,2160,0,0,0
2018-4-25 23:20,-720,-720,0,0,0
2018-4-25 23:25,0,0,0,0,0
2018-4-25 23:30,360,360,0,0,0
2018-4-26 9:05,-3240,-3240,0,0,0
2018-4-26 9:10,720,720,0,0,0
2018-4-26 9:15,360,360,0,0,0
2018-4-26 9:20,-720,-720,0,0,0
2018-4-26 9:25,360,360,0,0,0
2018-4-26 9:30,-360,-360,0,0,0
2018-4-26 9:35,-360,-360,0,0,0
2018-4-26 9:40,0,0,0,0,0
2018-4-26 9:45,0,0,0,0,0
2018-4-26 9:50,0,0,0,0,0
2018-4-26 9:55,720,720,0,0,0
2018-4-26 10:00,0,0,0,0,0
2018-4-26 10:05,-360,-360,0,0,0
2018-4-26 10:10,360,360,0,0,0
2018-4-26 10:15,0,0,0,0,0
2018-4-26 10:35,1440,1440,0,0,0
2018-4-26 10:40,0,0,0,0,0
2018-4-26 10:45,360,360,0,0,0
2018-4-26 10:50,720,720,0,0,0
2018-4-26 10:55,-1440,-1440,0,0,0
2018-4-26 11:00,-360,-360,0,0,0
2018-4-26 11:05,0,0,0,0,0
2018-4-26 11:10,0,0,0,0,0
2018-4-26 11:15,-360,-360,0,0,0
2018-4-26 11:20,-2520,-2520,0,0,0
2018-4-26 11:25,-360,-360,0,0,0
2018-4-26 11:30,-360,-360,0,0,0
2018-4-26 13:35,360,360,0,0,0
2018-4-26 13:40,-360,-360,0,0,0
2018-4-26 13:45,0,0,0,0,0
2018-4-26 13:50,0,0,0,0,0
2018-4-26 13:55,0,0,0,0,0
2018-4-26 14:00,360,360,0,0,0
2018-4-26 14:05,0,0,0,0,0
2018-4-26 14:10,-360,-360,0,0,0
2018-4-26 14:15,1800,1800,0,0,0
2018-4-26 14:20,-1440,-1440,0,0,0
2018-4-26 14:25,0,0,0,0,0
2018-4-26 14:30,0,0,0,0,0
2018-4-26 14:35,720,720,0,0,0
2018-4-26 14:40,0,0,0,0,0
2018-4-26 14:45,1080,1080,0,0,0
2018-4-26 14:50,2160,2160,0,0,0
2018-4-26 14:55,720,720,0,0,0
2018-4-26 15:00,1440,1440,0,0,0
2018-4-26 21:05,360,360,0,0,0
2018-4-26 21:10,720,720,0,0,0
2018-4-26 21:15,-2880,-2880,0,0,0
2018-4-26 21:20,1080,1080,0,0,0
2018-4-26 21:25,0,0,0,0,0
2018-4-26 21:30,1080,1080,0,0,0
2018-4-26 21:35,1080,1080,0,0,0
2018-4-26 21:40,-1440,-1440,0,0,0
2018-4-26 21:45,0,0,0,0,0
2018-4-26 21:50,360,360,0,0,0
2018-4-26 21:55,360,360,0,0,0
2018-4-26 22:00,1080,1080,0,0,0
2018-4-26 22:05,720,720,0,0,0
2018-4-26 22:10,360,360,0,0,0
2018-4-26 22:15,360,360,0,0,0
2018-4-26 22:20,1080,1080,0,0,0
2018-4-26 22:25,1800,1800,0,0,0
2018-4-26 22:30,2880,2880,0,0,0
2018-4-26 22:35,0,0,0,0,0
2018-4-26 22:40,4320,4320,0,0,0
2018-4-26 22:45,-1800,-1800,0,0,0
2018-4-26 22:50,-2880,-2880,0,0,0
2018-4-26 22:55,-1440,-1440,0,0,0
2018-4-26 23:00,720,720,0,0,0
2018-4-26 23:05,-1440,-1440,0,0,0
2018-4-26 23:10,-1800,-1800,0,0,0
2018-4-26 23:15,1080,1080,0,0,0
2018-4-26 23:20,0,0,0,0,0
2018-4-26 23:25,0,0,0,0,0
2018-4-26 23:30,-1440,-1440,0,0,0
2018-4-27 9:05,1440,1440,0,0,0
2018-4-27 9:10,2160,2160,0,0,0
2018-4-27 9:15,-720,-720,0,0,0
2018-4-27 9:20,0,0,0,0,0
2018-4-27 9:25,360,360,0,0,0
2018-4-27 9:30,-360,-360,0,0,0
2018-4-27 9:35,0,0,0,0,0
2018-4-27 9:40,-1440,-1440,0,0,0
2018-4-27 9:45,0,0,0,0,0
2018-4-27 9:50,1440,1440,0,0,0
2018-4-27 9:55,360,360,0,0,0
2018-4-27 10:00,-360,-360,0,0,0
2018-4-27 10:05,720,720,0,0,0
2018-4-27 10:10,-720,-720,0,0,0
2018-4-27 10:15,-360,-360,0,0,0
2018-4-27 10:35,0,0,0,0,0
2018-4-27 10:40,0,0,0,0,0
2018-4-27 10:45,360,360,0,0,0
2018-4-27 10:50,0,0,0,0,0
2018-4-27 10:55,360,360,0,0,0
2018-4-27 11:00,720,720,0,0,0
2018-4-27 11:05,360,360,0,0,0
2018-4-27 11:10,360,360,0,0,0
2018-4-27 11:15,-1080,-1080,0,0,0
2018-4-27 11:20,0,0,0,0,0
2018-4-27 11:25,0,0,0,0,0
2018-4-27 11:30,-360,-360,0,0,0
2018-4-27 13:35,-720,-720,0,0,0
2018-4-27 13:40,-2880,-2880,0,0,0
2018-4-27 13:45,360,360,0,0,0
2018-4-27 13:50,-360,-360,0,0,0
2018-4-27 13:55,1080,1080,0,0,0
2018-4-27 14:00,-360,-360,0,0,0
2018-4-27 14:05,-360,-360,0,0,0
2018-4-27 14:10,720,720,0,0,0
2018-4-27 14:15,-360,-360,0,0,0
2018-4-27 14:20,720,720,0,0,0
2018-4-27 14:25,360,360,0,0,0
2018-4-27 14:30,0,0,0,0,0
2018-4-27 14:35,360,360,0,0,0
2018-4-27 14:40,-720,-720,0,0,0
2018-4-27 14:45,360,360,0,0,0
2018-4-27 14:50,720,720,0,0,0
2018-4-27 14:55,-1080,-1080,0,0,0
2018-4-27 15:00,-2160,-2160,0,0,0
2018-5-2 9:05,-14760,-14760,0,0,0
2018-5-2 9:10,-360,-360,0,0,0
2018-5-2 9:15,0,0,0,0,0
2018-5-2 9:20,-2880,-2880,0,0,0
2018-5-2 9:25,-2160,-2160,0,0,0
2018-5-2 9:30,-2520,-2520,0,0,0
2018-5-2 9:35,2160,2160,0,0,0
2018-5-2 9:40,-360,-360,0,0,0
2018-5-2 9:45,-360,-360,0,0,0
2018-5-2 9:50,0,0,0,0,0
2018-5-2 9:55,360,360,0,0,0
2018-5-2 10:00,360,360,0,0,0
2018-5-2 10:05,360,360,0,0,0
2018-5-2 10:10,1800,1800,0,0,0
2018-5-2 10:15,-720,-720,0,0,0
2018-5-2 10:35,360,360,0,0,0
2018-5-2 10:40,-360,-360,0,0,0
2018-5-2 10:45,360,360,0,0,0
2018-5-2 10:50,0,0,0,0,0
2018-5-2 10:55,-720,-720,0,0,0
2018-5-2 11:00,-720,-720,0,0,0
2018-5-2 11:05,0,0,0,0,0
2018-5-2 11:10,360,360,0,0,0
2018-5-2 11:15,-360,-360,0,0,0
2018-5-2 11:20,720,720,0,0,0
2018-5-2 11:25,-720,-720,0,0,0
2018-5-2 11:30,720,720,0,0,0
2018-5-2 13:35,-2520,-2520,0,0,0
2018-5-2 13:40,360,360,0,0,0
2018-5-2 13:45,0,0,0,0,0
2018-5-2 13:50,1440,1440,0,0,0
2018-5-2 13:55,0,0,0,0,0
2018-5-2 14:00,0,0,0,0,0
2018-5-2 14:05,-1800,-1800,0,0,0
2018-5-2 14:10,720,720,0,0,0
2018-5-2 14:15,360,360,0,0,0
2018-5-2 14:20,360,360,0,0,0
2018-5-2 14:25,0,0,0,0,0
2018-5-2 14:30,0,0,0,0,0
2018-5-2 14:35,360,360,0,0,0
2018-5-2 14:40,0,0,0,0,0
2018-5-2 14:45,360,360,0,0,0
2018-5-2 14:50,360,360,0,0,0
2018-5-2 14:55,-360,-360,0,0,0
2018-5-2 15:00,0,0,0,0,0
2018-5-2 21:05,3240,3240,0,0,0
2018-5-2 21:10,-360,-360,0,0,0
2018-5-2 21:15,0,0,0,0,0
2018-5-2 21:20,1080,1080,0,0,0
2018-5-2 21:25,-1440,-1440,0,0,0
2018-5-2 21:30,360,360,0,0,0
2018-5-2 21:35,-720,-720,0,0,0
2018-5-2 21:40,0,0,0,0,0
2018-5-2 21:45,-1080,-1080,0,0,0
2018-5-2 21:50,-360,-360,0,0,0
2018-5-2 21:55,360,360,0,0,0
2018-5-2 22:00,-360,-360,0,0,0
2018-5-2 22:05,360,360,0,0,0
2018-5-2 22:10,0,0,0,0,0
2018-5-2 22:15,-720,-720,0,0,0
2018-5-2 22:20,0,0,0,0,0
2018-5-2 22:25,-720,-720,0,0,0
2018-5-2 22:30,0,0,0,0,0
2018-5-2 22:35,0,0,0,0,0
2018-5-2 22:40,360,360,0,0,0
2018-5-2 22:45,720,720,0,0,0
2018-5-2 22:50,0,0,0,0,0
2018-5-2 22:55,720,720,0,0,0
2018-5-2 23:00,360,360,0,0,0
2018-5-2 23:05,1080,1080,0,0,0
2018-5-2 23:10,-360,-360,0,0,0
2018-5-2 23:15,0,0,0,0,0
2018-5-2 23:20,-360,-360,0,0,0
2018-5-2 23:25,360,360,0,0,0
2018-5-2 23:30,720,720,0,0,0
2018-5-3 9:05,720,720,0,0,0
2018-5-3 9:10,0,0,0,0,0
2018-5-3 9:15,-360,-360,0,0,0
2018-5-3 9:20,0,0,0,0,0
2018-5-3 9:25,0,0,0,0,0
2018-5-3 9:30,-360,-360,0,0,0
2018-5-3 9:35,-360,-360,0,0,0
2018-5-3 9:40,0,0,0,0,0
2018-5-3 9:45,360,360,0,0,0
2018-5-3 9:50,-720,-720,0,0,0
2018-5-3 9:55,1080,1080,0,0,0
2018-5-3 10:00,-360,-360,0,0,0
2018-5-3 10:05,-720,-720,0,0,0
2018-5-3 10:10,360,360,0,0,0
2018-5-3 10:15,-360,-360,0,0,0
2018-5-3 10:35,360,360,0,0,0
2018-5-3 10:40,720,720,0,0,0
2018-5-3 10:45,-360,-360,0,0,0
2018-5-3 10:50,-360,-360,0,0,0
2018-5-3 10:55,360,360,0,0,0
2018-5-3 11:00,-2160,-2160,0,0,0
2018-5-3 11:05,-1080,-1080,0,0,0
2018-5-3 11:10,-1440,-1440,0,0,0
2018-5-3 11:15,360,360,0,0,0
2018-5-3 11:20,0,0,0,0,0
2018-5-3 11:25,720,720,0,0,0
2018-5-3 11:30,0,0,0,0,0
2018-5-3 13:35,360,360,0,0,0
2018-5-3 13:40,-1440,-1440,0,0,0
2018-5-3 13:45,-2160,-2160,0,0,0
2018-5-3 13:50,1440,1440,0,0,0
2018-5-3 13:55,360,360,0,0,0
2018-5-3 14:00,360,360,0,0,0
2018-5-3 14:05,720,720,0,0,0
2018-5-3 14:10,1080,1080,0,0,0
2018-5-3 14:15,0,0,0,0,0
2018-5-3 14:20,0,0,0,0,0
2018-5-3 14:25,0,0,0,0,0
2018-5-3 14:30,0,0,0,0,0
2018-5-3 14:35,360,360,0,0,0
2018-5-3 14:40,0,0,0,0,0
2018-5-3 14:45,-1080,-1080,0,0,0
2018-5-3 14:50,720,720,0,0,0
2018-5-3 14:55,-360,-360,0,0,0
2018-5-3 15:00,-360,-360,0,0,0
2018-5-3 21:05,3240,3240,0,0,0
2018-5-3 21:10,-1800,-1800,0,0,0
2018-5-3 21:15,0,0,0,0,0
2018-5-3 21:20,360,360,0,0,0
2018-5-3 21:25,360,360,0,0,0
2018-5-3 21:30,-360,-360,0,0,0
2018-5-3 21:35,1800,1800,0,0,0
2018-5-3 21:40,1440,1440,0,0,0
2018-5-3 21:45,-720,-720,0,0,0
2018-5-3 21:50,0,0,0,0,0
2018-5-3 21:55,-720,-720,0,0,0
2018-5-3 22:00,360,360,0,0,0
2018-5-3 22:05,720,720,0,0,0
2018-5-3 22:10,-720,-720,0,0,0
2018-5-3 22:15,720,720,0,0,0
2018-5-3 22:20,0,0,0,0,0
2018-5-3 22:25,720,720,0,0,0
2018-5-3 22:30,720,720,0,0,0
2018-5-3 22:35,2880,2880,0,0,0
2018-5-3 22:40,-1080,-1080,0,0,0
2018-5-3 22:45,-2520,-2520,0,0,0
2018-5-3 22:50,720,720,0,0,0
2018-5-3 22:55,-360,-360,0,0,0
2018-5-3 23:00,0,0,0,0,0
2018-5-3 23:05,1080,1080,0,0,0
2018-5-3 23:10,720,720,0,0,0
2018-5-3 23:15,0,0,0,0,0
2018-5-3 23:20,-360,-360,0,0,0
2018-5-3 23:25,720,720,0,0,0
2018-5-3 23:30,-1080,-1080,0,0,0
2018-5-4 9:05,-360,-360,0,0,0
2018-5-4 9:10,2880,2880,0,0,0
2018-5-4 9:15,-360,-360,0,0,0
2018-5-4 9:20,-720,-720,0,0,0
2018-5-4 9:25,-360,-360,0,0,0
2018-5-4 9:30,1800,1800,0,0,0
2018-5-4 9:35,0,0,0,0,0
2018-5-4 9:40,4680,4680,0,0,0
2018-5-4 9:45,1800,1800,0,0,0
2018-5-4 9:50,-360,-360,0,0,0
2018-5-4 9:55,1800,1800,0,0,0
2018-5-4 10:00,-2160,-2160,0,0,0
2018-5-4 10:05,-360,-360,0,0,0
2018-5-4 10:10,0,0,0,0,0
2018-5-4 10:15,0,0,0,0,0
2018-5-4 10:35,-1440,-1440,0,0,0
2018-5-4 10:40,1440,1440,0,0,0
2018-5-4 10:45,-1080,-1080,0,0,0
2018-5-4 10:50,-2880,-2880,0,0,0
2018-5-4 10:55,1080,1080,0,0,0
2018-5-4 11:00,-360,-360,0,0,0
2018-5-4 11:05,-1440,-1440,0,0,0
2018-5-4 11:10,0,0,0,0,0
2018-5-4 11:15,720,720,0,0,0
2018-5-4 11:20,360,360,0,0,0
2018-5-4 11:25,360,360,0,0,0
2018-5-4 11:30,-1080,-1080,0,0,0
2018-5-4 13:35,-720,-720,0,0,0
2018-5-4 13:40,-3600,-3600,0,0,0
2018-5-4 13:45,0,0,0,0,0
2018-5-4 13:50,-360,-360,0,0,0
2018-5-4 13:55,1080,1080,0,0,0
2018-5-4 14:00,0,0,0,0,0
2018-5-4 14:05,720,720,0,0,0
2018-5-4 14:10,0,0,0,0,0
2018-5-4 14:15,0,0,0,0,0
2018-5-4 14:20,-1080,-1080,0,0,0
2018-5-4 14:25,2160,2160,0,0,0
2018-5-4 14:30,-720,-720,0,0,0
2018-5-4 14:35,0,0,0,0,0
2018-5-4 14:40,2160,2160,0,0,0
2018-5-4 14:45,-1800,-1800,0,0,0
2018-5-4 14:50,-1080,-1080,0,0,0
2018-5-4 14:55,0,0,0,0,0
2018-5-4 15:00,720,720,0,0,0
2018-5-4 21:05,-7920,-7920,0,0,0
2018-5-4 21:10,-360,-360,0,0,0
2018-5-4 21:15,-360,-360,0,0,0
2018-5-4 21:20,-1440,-1440,0,0,0
2018-5-4 21:25,720,720,0,0,0
2018-5-4 21:30,720,720,0,0,0
2018-5-4 21:35,1800,1800,0,0,0
2018-5-4 21:40,360,360,0,0,0
2018-5-4 21:45,-360,-360,0,0,0
2018-5-4 21:50,-360,-360,0,0,0
2018-5-4 21:55,1800,1800,0,0,0
2018-5-4 22:00,-720,-720,0,0,0
2018-5-4 22:05,720,720,0,0,0
2018-5-4 22:10,1440,1440,0,0,0
2018-5-4 22:15,1080,1080,0,0,0
2018-5-4 22:20,1080,1080,0,0,0
2018-5-4 22:25,0,0,0,0,0
2018-5-4 22:30,360,360,0,0,0
2018-5-4 22:35,-720,-720,0,0,0
2018-5-4 22:40,1080,1080,0,0,0
2018-5-4 22:45,0,0,0,0,0
2018-5-4 22:50,-360,-360,0,0,0
2018-5-4 22:55,1080,1080,0,0,0
2018-5-4 23:00,-360,-360,0,0,0
2018-5-4 23:05,-720,-720,0,0,0
2018-5-4 23:10,-720,-720,0,0,0
2018-5-4 23:15,720,720,0,0,0
2018-5-4 23:20,0,0,0,0,0
2018-5-4 23:25,720,720,0,0,0
2018-5-4 23:30,360,360,0,0,0
2018-5-7 9:05,4320,4320,0,0,0
2018-5-7 9:10,0,0,0,0,0
2018-5-7 9:15,-1440,-1440,0,0,0
2018-5-7 9:20,-1440,-1440,0,0,0
2018-5-7 9:25,-360,-360,0,0,0
2018-5-7 9:30,720,720,0,0,0
2018-5-7 9:35,-1440,-1440,0,0,0
2018-5-7 9:40,-1080,-1080,0,0,0
2018-5-7 9:45,0,0,0,0,0
2018-5-7 9:50,360,360,0,0,0
2018-5-7 9:55,-360,-360,0,0,0
2018-5-7 10:00,-720,-720,0,0,0
2018-5-7 10:05,1080,1080,0,0,0
2018-5-7 10:10,1080,1080,0,0,0
2018-5-7 10:15,720,720,0,0,0
2018-5-7 10:35,-360,-360,0,0,0
2018-5-7 10:40,1800,1800,0,0,0
2018-5-7 10:45,-360,-360,0,0,0
2018-5-7 10:50,0,0,0,0,0
2018-5-7 10:55,360,360,0,0,0
2018-5-7 11:00,2160,2160,0,0,0
2018-5-7 11:05,0,0,0,0,0
2018-5-7 11:10,-1080,-1080,0,0,0
2018-5-7 11:15,-360,-360,0,0,0
2018-5-7 11:20,-1080,-1080,0,0,0
2018-5-7 11:25,-360,-360,0,0,0
2018-5-7 11:30,720,720,0,0,0
2018-5-7 13:35,-1080,-1080,0,0,0
2018-5-7 13:40,-360,-360,0,0,0
2018-5-7 13:45,-720,-720,0,0,0
2018-5-7 13:50,2520,2520,0,0,0
2018-5-7 13:55,0,0,0,0,0
2018-5-7 14:00,0,0,0,0,0
2018-5-7 14:05,1080,1080,0,0,0
2018-5-7 14:10,-1080,-1080,0,0,0
2018-5-7 14:15,0,0,0,0,0
2018-5-7 14:20,0,0,0,0,0
2018-5-7 14:25,0,0,0,0,0
2018-5-7 14:30,360,360,0,0,0
2018-5-7 14:35,2520,2520,0,0,0
2018-5-7 14:40,-1800,-1800,0,0,0
2018-5-7 14:45,1080,1080,0,0,0
