Date,MarketYear,Commodity,Country,WeeklyExports,AccumulatedExports,OutstandingSales,GrossNewSales,NetSales,TotalCommitment,NMY_OutstandingSales,NMY_NetSales,UnitDesc
2015-09-03,ENDING MY,Corn,ALGERIA,0.0,238847.0,0.0,0.0,0.0,238847.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,ANGOLA,0.0,189.0,0.0,0.0,0.0,189.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,BARBADOS,0.0,30319.0,0.0,0.0,0.0,30319.0,15000.0,15000.0,Metric Tons
2015-09-03,ENDING MY,Corn,CANADA,2479.0,866753.0,46228.0,1557.0,-782.0,912981.0,128072.0,28339.0,Metric Tons
2015-09-03,ENDING MY,Corn,CHILE,0.0,71627.0,0.0,0.0,0.0,71627.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,"CHINA, PEOPLES REPUBLIC OF",0.0,473507.0,205.0,0.0,0.0,473712.0,107.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,COLOMBIA,113384.0,4413316.0,173511.0,6420.0,93972.0,4586827.0,538028.0,186452.0,Metric Tons
2015-09-03,ENDING MY,Corn,COSTA RICA,14850.0,784056.0,27053.0,1350.0,-47.0,811109.0,66847.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,CUBA,0.0,26250.0,0.0,0.0,0.0,26250.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,DOMINICAN REPUBLIC,0.0,599307.0,450.0,0.0,0.0,599757.0,31550.0,31100.0,Metric Tons
2015-09-03,ENDING MY,Corn,EGYPT,0.0,1486946.0,0.0,0.0,0.0,1486946.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,EL SALVADOR,20020.0,559851.0,0.0,990.0,13432.0,559851.0,56572.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,FRENCH WEST INDIES,0.0,0.0,0.0,0.0,0.0,0.0,13737.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,GHANA,0.0,26285.0,0.0,0.0,0.0,26285.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,GUATEMALA,34931.0,936662.0,0.0,1115.0,15119.0,936662.0,96455.0,24620.0,Metric Tons
2015-09-03,ENDING MY,Corn,GUYANA,0.0,19326.0,0.0,0.0,0.0,19326.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,HAITI,0.0,2700.0,0.0,0.0,0.0,2700.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,HONDURAS,0.0,429789.0,1795.0,0.0,0.0,431584.0,30154.0,205.0,Metric Tons
2015-09-03,ENDING MY,Corn,HONG KONG,236.0,22899.0,378.0,5.0,5.0,23277.0,2324.0,656.0,Metric Tons
2015-09-03,ENDING MY,Corn,INDONESIA,0.0,43889.0,0.0,0.0,0.0,43889.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,IRAN,0.0,137656.0,0.0,0.0,0.0,137656.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,IRELAND,0.0,61283.0,40000.0,0.0,0.0,101283.0,40000.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,ISRAEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,JAMAICA,0.0,256991.0,0.0,0.0,0.0,256991.0,19800.0,265.0,Metric Tons
2015-09-03,ENDING MY,Corn,JAPAN,193405.0,11858637.0,456055.0,5110.0,-4019.0,12314692.0,1591053.0,40842.0,Metric Tons
2015-09-03,ENDING MY,Corn,JORDAN,0.0,17421.0,70.0,0.0,0.0,17491.0,70.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,"KOREA, REPUBLIC OF",63787.0,3927172.0,61760.0,3093.0,3093.0,3988932.0,123160.0,60760.0,Metric Tons
2015-09-03,ENDING MY,Corn,LEEWARD-WINDWARD ISLANDS,900.0,12010.0,0.0,0.0,-100.0,12010.0,2300.0,1300.0,Metric Tons
2015-09-03,ENDING MY,Corn,MALAYSIA,316.0,11951.0,0.0,16.0,16.0,11951.0,600.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,MEXICO,105871.0,10793786.0,144499.0,1190.0,-13154.0,10938285.0,3059044.0,71899.0,Metric Tons
2015-09-03,ENDING MY,Corn,MOROCCO,0.0,310899.0,0.0,0.0,0.0,310899.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,NEW ZEALAND,0.0,93273.0,0.0,0.0,0.0,93273.0,81400.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,NICARAGUA,23633.0,227435.0,0.0,2083.0,2083.0,227435.0,21008.0,508.0,Metric Tons
2015-09-03,ENDING MY,Corn,OMAN,0.0,416.0,0.0,0.0,-131.0,416.0,131.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,"OTHER PACIFIC ISLANDS, NEC",0.0,1820.0,0.0,0.0,0.0,1820.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,PANAMA,0.0,422451.0,5000.0,0.0,0.0,427451.0,101623.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,PERU,27500.0,2420974.0,73480.0,2500.0,20500.0,2494454.0,170480.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,PHILIPPINES,80.0,56783.0,2242.0,0.0,0.0,59025.0,3662.0,700.0,Metric Tons
2015-09-03,ENDING MY,Corn,PORTUGAL,0.0,151355.0,0.0,0.0,0.0,151355.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,QATAR,0.0,5.0,4.0,0.0,-24.0,9.0,4.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,SAUDI ARABIA,0.0,1312713.0,49.0,0.0,0.0,1312762.0,97.0,48.0,Metric Tons
2015-09-03,ENDING MY,Corn,SINGAPORE,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,SPAIN,0.0,132158.0,20000.0,0.0,0.0,152158.0,20000.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,SURINAM,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,TAIWAN,1145.0,1755006.0,54138.0,82.0,82.0,1809144.0,138291.0,2888.0,Metric Tons
2015-09-03,ENDING MY,Corn,THAILAND,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,TRINIDAD AND TOBAGO,6353.0,90570.0,0.0,53.0,53.0,90570.0,6250.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,TUNISIA,0.0,38191.0,0.0,0.0,0.0,38191.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,UNITED ARAB EMIRATES,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,UNITED KINGDOM,19.0,9216.0,152.0,0.0,0.0,9368.0,152.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,VENEZUELA,32000.0,701829.0,0.0,0.0,32000.0,701829.0,30000.0,29998.0,Metric Tons
2015-09-03,ENDING MY,Corn,VIETNAM,0.0,7249.0,0.0,0.0,0.0,7249.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,EUROPEAN UNION - 27,19.0,354012.0,60152.0,0.0,0.0,414164.0,60152.0,0.0,Metric Tons
2015-09-03,ENDING MY,Corn,KNOWN,640909.0,45845488.0,1107071.0,25564.0,162098.0,46952559.0,6389473.0,496080.0,Metric Tons
2015-09-03,ENDING MY,Corn,UNKNOWN,0.0,0.0,320010.0,0.0,-308958.0,320010.0,2149358.0,-84890.0,Metric Tons
2015-09-03,ENDING MY,Corn,GRAND TOTAL,640909.0,45845488.0,1427081.0,25564.0,-146860.0,47272569.0,8538831.0,411190.0,Metric Tons
2015-09-03,STARTING MY,Corn,BANGLADESH,0.0,0.0,1500.0,500.0,500.0,1500.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,BARBADOS,0.0,0.0,15000.0,15000.0,15000.0,15000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,CANADA,3770.0,3770.0,128072.0,74567.0,28339.0,131842.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,"CHINA, PEOPLES REPUBLIC OF",98.0,98.0,107.0,205.0,0.0,205.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,COLOMBIA,65508.0,65508.0,538028.0,328519.0,186452.0,603536.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,COSTA RICA,0.0,0.0,66847.0,27053.0,0.0,66847.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,DOMINICAN REPUBLIC,0.0,0.0,31550.0,31550.0,31100.0,31550.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,EL SALVADOR,0.0,0.0,56572.0,0.0,0.0,56572.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,FRENCH WEST INDIES,0.0,0.0,13737.0,0.0,0.0,13737.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,GUATEMALA,0.0,0.0,96455.0,24620.0,24620.0,96455.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,HONDURAS,0.0,0.0,30154.0,2000.0,205.0,30154.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,HONG KONG,0.0,0.0,2324.0,1034.0,656.0,2324.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,IRELAND,0.0,0.0,40000.0,40000.0,0.0,40000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,JAMAICA,4565.0,4565.0,19800.0,265.0,265.0,24365.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,JAPAN,40842.0,40842.0,1591053.0,456055.0,40842.0,1631895.0,10000.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,JORDAN,0.0,0.0,70.0,70.0,0.0,70.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,"KOREA, REPUBLIC OF",0.0,0.0,123160.0,122520.0,60760.0,123160.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,LEEWARD-WINDWARD ISLANDS,0.0,0.0,2300.0,1300.0,1300.0,2300.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,MALAYSIA,0.0,0.0,600.0,0.0,0.0,600.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,MEXICO,121539.0,121539.0,3059044.0,277361.0,71899.0,3180583.0,129550.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,NEW ZEALAND,0.0,0.0,81400.0,0.0,0.0,81400.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,NICARAGUA,0.0,0.0,21008.0,508.0,508.0,21008.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,OMAN,0.0,0.0,131.0,0.0,0.0,131.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,PANAMA,0.0,0.0,101623.0,5000.0,0.0,101623.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,PERU,0.0,0.0,170480.0,73480.0,0.0,170480.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,PHILIPPINES,0.0,0.0,3662.0,2942.0,700.0,3662.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,QATAR,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,SAUDI ARABIA,0.0,0.0,97.0,97.0,48.0,97.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,SPAIN,0.0,0.0,20000.0,20000.0,0.0,20000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,TAIWAN,1110.0,1110.0,138291.0,57044.0,2888.0,139401.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,TRINIDAD AND TOBAGO,0.0,0.0,6250.0,0.0,0.0,6250.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,UNITED ARAB EMIRATES,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,UNITED KINGDOM,0.0,0.0,152.0,152.0,0.0,152.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,VENEZUELA,29998.0,29998.0,30000.0,0.0,29998.0,59998.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,EUROPEAN UNION - 27,0.0,0.0,60152.0,60152.0,0.0,60152.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,KNOWN,267430.0,267430.0,6389473.0,1561848.0,496080.0,6656903.0,139550.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,UNKNOWN,0.0,0.0,2149358.0,340962.0,-84890.0,2149358.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Corn,GRAND TOTAL,267430.0,267430.0,8538831.0,1902810.0,411190.0,8806261.0,139550.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,BAHRAIN,0.0,0.0,14.0,0.0,0.0,14.0,14.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,BANGLADESH,0.0,545673.0,0.0,0.0,0.0,545673.0,56000.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,BARBADOS,0.0,23582.0,904.0,0.0,0.0,24486.0,7904.0,7000.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,BURMA,0.0,525.0,0.0,0.0,0.0,525.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,CANADA,3626.0,408688.0,25296.0,2.0,2.0,433984.0,100840.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,"CHINA, PEOPLES REPUBLIC OF",49608.0,29640815.0,7647.0,49608.0,49608.0,29648462.0,6069011.0,658352.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,COLOMBIA,3441.0,486204.0,30806.0,313.0,313.0,517010.0,59524.0,16400.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,COSTA RICA,0.0,274571.0,14000.0,0.0,0.0,288571.0,134500.0,1000.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,CUBA,0.0,29498.0,0.0,0.0,0.0,29498.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,DOMINICAN REPUBLIC,0.0,0.0,3000.0,0.0,0.0,3000.0,3000.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,EGYPT,0.0,712397.0,0.0,0.0,0.0,712397.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,FRANCE,0.0,118699.0,0.0,0.0,0.0,118699.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,GERMANY,0.0,1005898.0,0.0,0.0,0.0,1005898.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,GREECE,0.0,35485.0,0.0,0.0,0.0,35485.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,GUATEMALA,0.0,25853.0,0.0,0.0,0.0,25853.0,3100.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,HONG KONG,0.0,12299.0,226.0,0.0,0.0,12525.0,3220.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,INDONESIA,254.0,1875874.0,45297.0,0.0,-7132.0,1921171.0,131649.0,3800.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,ISRAEL,0.0,84869.0,0.0,0.0,0.0,84869.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,ITALY,41.0,1969.0,0.0,41.0,41.0,1969.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,JAPAN,11695.0,2011410.0,299082.0,1427.0,-994.0,2310492.0,680422.0,13260.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,"KOREA, REPUBLIC OF",0.0,548069.0,25477.0,0.0,0.0,573546.0,26357.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,KUWAIT,0.0,0.0,8.0,0.0,0.0,8.0,8.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,MALAYSIA,24923.0,277594.0,4174.0,923.0,24923.0,281768.0,35116.0,2700.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,MEXICO,23579.0,3438834.0,2508.0,16122.0,15107.0,3441342.0,970579.0,38833.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,MOROCCO,0.0,125806.0,20000.0,0.0,0.0,145806.0,20000.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,NETHERLANDS,0.0,1879426.0,0.0,0.0,0.0,1879426.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,NICARAGUA,0.0,770.0,0.0,0.0,0.0,770.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,NIGERIA,0.0,15002.0,0.0,0.0,0.0,15002.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,PAKISTAN,65999.0,314364.0,0.0,0.0,-1.0,314364.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,PANAMA,0.0,32808.0,0.0,0.0,0.0,32808.0,10600.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,PERU,0.0,103213.0,6000.0,0.0,0.0,109213.0,25500.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,PHILIPPINES,0.0,108206.0,238.0,0.0,0.0,108444.0,15723.0,3900.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,POLAND,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,PORTUGAL,0.0,404508.0,0.0,0.0,0.0,404508.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,RUSSIAN FEDERATION,0.0,316932.0,0.0,0.0,0.0,316932.0,60000.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,SAUDI ARABIA,0.0,206843.0,0.0,0.0,0.0,206843.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,SINGAPORE,0.0,19532.0,1145.0,0.0,0.0,20677.0,1145.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,SPAIN,0.0,852378.0,0.0,0.0,0.0,852378.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,SWITZERLAND,0.0,0.0,50001.0,0.0,0.0,50001.0,50001.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,TAIWAN,250.0,1310777.0,76866.0,0.0,-21.0,1387643.0,290816.0,23343.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,THAILAND,3345.0,518206.0,36475.0,0.0,-65.0,554681.0,69246.0,2292.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,TUNISIA,0.0,187760.0,0.0,0.0,0.0,187760.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,TURKEY,0.0,823719.0,0.0,0.0,0.0,823719.0,80000.0,20000.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,UNITED KINGDOM,0.0,257179.0,0.0,0.0,0.0,257179.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,VENEZUELA,0.0,37500.0,0.0,0.0,0.0,37500.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,VIETNAM,692.0,727580.0,29017.0,156.0,156.0,756597.0,45524.0,4894.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,EUROPEAN UNION - 27,41.0,4555566.0,0.0,41.0,41.0,4555566.0,0.0,0.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,KNOWN,187453.0,49801339.0,678181.0,68592.0,81937.0,50479520.0,8949799.0,795774.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,UNKNOWN,0.0,0.0,144694.0,0.0,-24000.0,144694.0,7093588.0,994400.0,Metric Tons
2015-09-03,ENDING MY,Soybeans,GRAND TOTAL,187453.0,49801339.0,822875.0,68592.0,57937.0,50624214.0,16043387.0,1790174.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,BAHRAIN,0.0,0.0,14.0,14.0,0.0,14.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,BANGLADESH,0.0,0.0,56000.0,0.0,0.0,56000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,BARBADOS,0.0,0.0,7904.0,7904.0,7000.0,7904.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,CANADA,0.0,0.0,100840.0,25296.0,0.0,100840.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,"CHINA, PEOPLES REPUBLIC OF",43.0,43.0,6069011.0,665999.0,658352.0,6069054.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,COLOMBIA,11000.0,11000.0,59524.0,38206.0,16400.0,70524.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,COSTA RICA,0.0,0.0,134500.0,15000.0,1000.0,134500.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,DOMINICAN REPUBLIC,0.0,0.0,3000.0,3000.0,0.0,3000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,GUATEMALA,0.0,0.0,3100.0,0.0,0.0,3100.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,HONG KONG,0.0,0.0,3220.0,226.0,0.0,3220.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,INDONESIA,3080.0,3080.0,131649.0,49106.0,3800.0,134729.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,JAPAN,3176.0,3176.0,680422.0,312510.0,13260.0,683598.0,1000.0,1000.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,"KOREA, REPUBLIC OF",120.0,120.0,26357.0,25477.0,0.0,26477.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,KUWAIT,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,MALAYSIA,0.0,0.0,35116.0,6874.0,2700.0,35116.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,MEXICO,953.0,953.0,970579.0,57210.0,38833.0,971532.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,MOROCCO,0.0,0.0,20000.0,20000.0,0.0,20000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,PANAMA,0.0,0.0,10600.0,0.0,0.0,10600.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,PERU,0.0,0.0,25500.0,6000.0,0.0,25500.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,PHILIPPINES,615.0,615.0,15723.0,4138.0,3900.0,16338.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,RUSSIAN FEDERATION,0.0,0.0,60000.0,0.0,0.0,60000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,SINGAPORE,0.0,0.0,1145.0,1145.0,0.0,1145.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,SWITZERLAND,0.0,0.0,50001.0,50001.0,0.0,50001.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,TAIWAN,84.0,84.0,290816.0,100209.0,23343.0,290900.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,THAILAND,21.0,21.0,69246.0,38775.0,2292.0,69267.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,TURKEY,0.0,0.0,80000.0,20000.0,20000.0,80000.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,VIETNAM,1986.0,1986.0,45524.0,33921.0,4894.0,47510.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,KNOWN,21078.0,21078.0,8949799.0,1481019.0,795774.0,8970877.0,1000.0,1000.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,UNKNOWN,0.0,0.0,7093588.0,1148094.0,994400.0,7093588.0,0.0,0.0,Metric Tons
2015-09-03,STARTING MY,Soybeans,GRAND TOTAL,21078.0,21078.0,16043387.0,2629113.0,1790174.0,16064465.0,1000.0,1000.0,Metric Tons
2015-09-03,,All Upland Cotton,ARGENTINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,AUSTRIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,BAHRAIN,0.0,1407.0,0.0,0.0,0.0,1407.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,BANGLADESH,4925.0,11631.0,33654.0,0.0,-3.0,45285.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,BELGIUM-LUXEMBOURG,352.0,616.0,0.0,0.0,0.0,616.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,BRAZIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,CANADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,CHILE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,"CHINA, PEOPLES REPUBLIC OF",4048.0,29819.0,55821.0,4913.0,4033.0,85640.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,COLOMBIA,1135.0,11137.0,49504.0,0.0,0.0,60641.0,8536.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,COSTA RICA,608.0,4813.0,30273.0,0.0,0.0,35086.0,3963.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,ECUADOR,174.0,3339.0,12235.0,0.0,0.0,15574.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,EGYPT,1408.0,4910.0,120.0,0.0,0.0,5030.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,EL SALVADOR,2552.0,13107.0,134838.0,0.0,-7.0,147945.0,70576.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,GERMANY,0.0,0.0,1208.0,0.0,0.0,1208.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,GUATEMALA,4825.0,13623.0,41826.0,1056.0,1055.0,55449.0,9152.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,HONDURAS,0.0,1408.0,22984.0,0.0,0.0,24392.0,8272.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,HONG KONG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,INDIA,528.0,1848.0,6600.0,528.0,528.0,8448.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,INDONESIA,9347.0,48746.0,172382.0,5536.0,5526.0,221128.0,10560.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,ITALY,0.0,0.0,352.0,0.0,0.0,352.0,0.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,JAPAN,1495.0,11420.0,72862.0,440.0,-848.0,84282.0,2381.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,"KOREA, REPUBLIC OF",5852.0,40052.0,251550.0,12532.0,12532.0,291602.0,2205.0,0.0,Running Bales
2015-09-03,,All Upland Cotton,MALAYSIA,1760.0,4486.0,48842.0,0.0,-2.0,53328.0,0.0,0.0,Running Bales
