,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration
74,1.57745844e+18,98194.0,49370.0,49390.0,49370.0,49380.0,246.0,278658.0,278510.0,SHFE.cu2002,60
75,1.5774585e+18,98195.0,49380.0,49390.0,49370.0,49390.0,140.0,278510.0,278490.0,SHFE.cu2002,60
76,1.57745856e+18,98196.0,49390.0,49390.0,49370.0,49370.0,70.0,278490.0,278472.0,SHFE.cu2002,60
77,1.57745862e+18,98197.0,49370.0,49380.0,49370.0,49370.0,150.0,278472.0,278422.0,SHFE.cu2002,60
78,1.57745868e+18,98198.0,49370.0,49370.0,49340.0,49350.0,718.0,278422.0,278172.0,SHFE.cu2002,60
79,1.57745874e+18,98199.0,49350.0,49370.0,49340.0,49360.0,308.0,278172.0,278122.0,SHFE.cu2002,60
80,1.5774588e+18,98200.0,49360.0,49360.0,49340.0,49340.0,400.0,278122.0,278036.0,SHFE.cu2002,60
81,1.57745886e+18,98201.0,49340.0,49370.0,49330.0,49360.0,714.0,278036.0,278042.0,SHFE.cu2002,60
82,1.57745892e+18,98202.0,49360.0,49380.0,49360.0,49370.0,376.0,278042.0,278266.0,SHFE.cu2002,60
83,1.57745898e+18,98203.0,49370.0,49380.0,49370.0,49380.0,168.0,278266.0,278270.0,SHFE.cu2002,60
84,1.57745904e+18,98204.0,49380.0,49380.0,49370.0,49380.0,186.0,278270.0,278296.0,SHFE.cu2002,60
85,1.5774591e+18,98205.0,49380.0,49380.0,49370.0,49370.0,100.0,278296.0,278290.0,SHFE.cu2002,60
86,1.57745916e+18,98206.0,49370.0,49380.0,49360.0,49380.0,270.0,278290.0,278330.0,SHFE.cu2002,60
87,1.57745922e+18,98207.0,49380.0,49390.0,49380.0,49390.0,80.0,278330.0,278358.0,SHFE.cu2002,60
88,1.57745928e+18,98208.0,49390.0,49400.0,49380.0,49390.0,436.0,278358.0,278376.0,SHFE.cu2002,60
89,1.57745934e+18,98209.0,49390.0,49390.0,49370.0,49370.0,200.0,278376.0,278418.0,SHFE.cu2002,60
90,1.5774594e+18,98210.0,49370.0,49380.0,49370.0,49370.0,18.0,278418.0,278414.0,SHFE.cu2002,60
91,1.57745946e+18,98211.0,49370.0,49380.0,49370.0,49380.0,114.0,278414.0,278366.0,SHFE.cu2002,60
92,1.57745952e+18,98212.0,49380.0,49380.0,49380.0,49380.0,26.0,278366.0,278384.0,SHFE.cu2002,60
93,1.57745958e+18,98213.0,49380.0,49390.0,49370.0,49390.0,242.0,278384.0,278466.0,SHFE.cu2002,60
94,1.57745964e+18,98214.0,49390.0,49390.0,49380.0,49380.0,52.0,278466.0,278472.0,SHFE.cu2002,60
95,1.5774597e+18,98215.0,49380.0,49390.0,49370.0,49380.0,68.0,278472.0,278496.0,SHFE.cu2002,60
96,1.57745976e+18,98216.0,49380.0,49390.0,49380.0,49380.0,56.0,278496.0,278518.0,SHFE.cu2002,60
97,1.57745982e+18,98217.0,49380.0,49390.0,49380.0,49390.0,42.0,278518.0,278532.0,SHFE.cu2002,60
98,1.57745988e+18,98218.0,49390.0,49390.0,49380.0,49390.0,292.0,278532.0,278590.0,SHFE.cu2002,60
99,1.57745994e+18,98219.0,49390.0,49390.0,49390.0,49390.0,58.0,278590.0,278556.0,SHFE.cu2002,60
100,1.57746e+18,98220.0,49390.0,49390.0,49370.0,49370.0,132.0,278556.0,278514.0,SHFE.cu2002,60
101,1.57746006e+18,98221.0,49370.0,49380.0,49370.0,49380.0,82.0,278514.0,278458.0,SHFE.cu2002,60
102,1.57746012e+18,98222.0,49380.0,49380.0,49380.0,49380.0,6.0,278458.0,278458.0,SHFE.cu2002,60
103,1.57746018e+18,98223.0,49380.0,49380.0,49360.0,49370.0,132.0,278458.0,278470.0,SHFE.cu2002,60
104,1.57746024e+18,98224.0,49370.0,49370.0,49360.0,49360.0,130.0,278470.0,278456.0,SHFE.cu2002,60
105,1.5774603e+18,98225.0,49360.0,49360.0,49330.0,49350.0,498.0,278456.0,278422.0,SHFE.cu2002,60
106,1.57746036e+18,98226.0,49350.0,49380.0,49340.0,49380.0,358.0,278422.0,278546.0,SHFE.cu2002,60
107,1.57746042e+18,98227.0,49380.0,49380.0,49370.0,49380.0,94.0,278546.0,278558.0,SHFE.cu2002,60
108,1.57746048e+18,98228.0,49380.0,49390.0,49380.0,49380.0,142.0,278558.0,278480.0,SHFE.cu2002,60
109,1.57746054e+18,98229.0,49380.0,49390.0,49380.0,49390.0,104.0,278480.0,278474.0,SHFE.cu2002,60
110,1.5774606e+18,98230.0,49390.0,49390.0,49380.0,49390.0,272.0,278474.0,278408.0,SHFE.cu2002,60
111,1.57746066e+18,98231.0,49390.0,49400.0,49390.0,49400.0,292.0,278408.0,278544.0,SHFE.cu2002,60
112,1.57746072e+18,98232.0,49400.0,49400.0,49390.0,49400.0,74.0,278544.0,278530.0,SHFE.cu2002,60
113,1.57746078e+18,98233.0,49400.0,49400.0,49390.0,49400.0,148.0,278530.0,278516.0,SHFE.cu2002,60
114,1.57746084e+18,98234.0,49400.0,49400.0,49390.0,49400.0,126.0,278516.0,278582.0,SHFE.cu2002,60
115,1.5774609e+18,98235.0,49400.0,49400.0,49390.0,49400.0,146.0,278582.0,278498.0,SHFE.cu2002,60
116,1.57746096e+18,98236.0,49400.0,49410.0,49390.0,49390.0,82.0,278498.0,278538.0,SHFE.cu2002,60
117,1.57746102e+18,98237.0,49390.0,49400.0,49380.0,49380.0,140.0,278538.0,278490.0,SHFE.cu2002,60
118,1.57746108e+18,98238.0,49380.0,49390.0,49380.0,49390.0,32.0,278490.0,278490.0,SHFE.cu2002,60
119,1.57746114e+18,98239.0,49390.0,49390.0,49380.0,49380.0,24.0,278490.0,278494.0,SHFE.cu2002,60
120,1.5774612e+18,98240.0,49380.0,49380.0,49370.0,49370.0,252.0,278494.0,278656.0,SHFE.cu2002,60
121,1.57746126e+18,98241.0,49370.0,49370.0,49360.0,49360.0,68.0,278656.0,278656.0,SHFE.cu2002,60
122,1.57746132e+18,98242.0,49360.0,49370.0,49360.0,49370.0,82.0,278656.0,278610.0,SHFE.cu2002,60
123,1.57746138e+18,98243.0,49370.0,49370.0,49370.0,49370.0,26.0,278610.0,278594.0,SHFE.cu2002,60
124,1.57746144e+18,98244.0,49370.0,49380.0,49370.0,49380.0,2.0,278594.0,278596.0,SHFE.cu2002,60
125,1.5774615e+18,98245.0,49380.0,49380.0,49370.0,49380.0,42.0,278596.0,278590.0,SHFE.cu2002,60
126,1.57746156e+18,98246.0,49380.0,49380.0,49370.0,49370.0,10.0,278590.0,278590.0,SHFE.cu2002,60
127,1.57746162e+18,98247.0,49370.0,49370.0,49360.0,49360.0,112.0,278590.0,278548.0,SHFE.cu2002,60
128,1.57746168e+18,98248.0,49360.0,49370.0,49360.0,49370.0,124.0,278548.0,278542.0,SHFE.cu2002,60
129,1.57746174e+18,98249.0,49370.0,49370.0,49370.0,49370.0,6.0,278542.0,278538.0,SHFE.cu2002,60
130,1.5774618e+18,98250.0,49370.0,49370.0,49360.0,49360.0,42.0,278538.0,278560.0,SHFE.cu2002,60
131,1.57746186e+18,98251.0,49360.0,49370.0,49360.0,49370.0,18.0,278560.0,278552.0,SHFE.cu2002,60
132,1.57746192e+18,98252.0,49370.0,49370.0,49360.0,49360.0,142.0,278552.0,278534.0,SHFE.cu2002,60
133,1.57746198e+18,98253.0,49360.0,49360.0,49330.0,49340.0,330.0,278534.0,278632.0,SHFE.cu2002,60
134,1.57746204e+18,98254.0,49340.0,49360.0,49340.0,49360.0,270.0,278632.0,278564.0,SHFE.cu2002,60
135,1.5774621e+18,98255.0,49360.0,49370.0,49360.0,49360.0,114.0,278564.0,278552.0,SHFE.cu2002,60
136,1.57746216e+18,98256.0,49360.0,49370.0,49350.0,49360.0,352.0,278552.0,278480.0,SHFE.cu2002,60
137,1.57746222e+18,98257.0,49360.0,49370.0,49350.0,49350.0,254.0,278480.0,278502.0,SHFE.cu2002,60
138,1.57746228e+18,98258.0,49350.0,49350.0,49340.0,49340.0,118.0,278502.0,278410.0,SHFE.cu2002,60
139,1.57746234e+18,98259.0,49340.0,49350.0,49340.0,49340.0,122.0,278410.0,278378.0,SHFE.cu2002,60
140,1.5774624e+18,98260.0,49340.0,49350.0,49330.0,49350.0,256.0,278378.0,278312.0,SHFE.cu2002,60
141,1.57746246e+18,98261.0,49350.0,49350.0,49340.0,49350.0,76.0,278312.0,278298.0,SHFE.cu2002,60
142,1.57746252e+18,98262.0,49350.0,49350.0,49340.0,49350.0,80.0,278298.0,278270.0,SHFE.cu2002,60
143,1.57746258e+18,98263.0,49350.0,49360.0,49340.0,49340.0,44.0,278270.0,278296.0,SHFE.cu2002,60
144,1.57746264e+18,98264.0,49340.0,49350.0,49340.0,49340.0,38.0,278296.0,278300.0,SHFE.cu2002,60
145,1.5774627e+18,98265.0,49340.0,49350.0,49340.0,49350.0,48.0,278300.0,278290.0,SHFE.cu2002,60
146,1.57746276e+18,98266.0,49350.0,49350.0,49340.0,49350.0,12.0,278290.0,278284.0,SHFE.cu2002,60
147,1.57746282e+18,98267.0,49350.0,49360.0,49340.0,49360.0,198.0,278284.0,278294.0,SHFE.cu2002,60
148,1.57746288e+18,98268.0,49360.0,49370.0,49350.0,49360.0,26.0,278294.0,278290.0,SHFE.cu2002,60
149,1.57746294e+18,98269.0,49360.0,49370.0,49350.0,49350.0,90.0,278290.0,278244.0,SHFE.cu2002,60
150,1.577463e+18,98270.0,49350.0,49350.0,49350.0,49350.0,14.0,278244.0,278230.0,SHFE.cu2002,60
151,1.57746306e+18,98271.0,49350.0,49360.0,49340.0,49340.0,150.0,278230.0,278218.0,SHFE.cu2002,60
152,1.57746312e+18,98272.0,49340.0,49350.0,49330.0,49340.0,72.0,278218.0,278212.0,SHFE.cu2002,60
153,1.57746318e+18,98273.0,49340.0,49350.0,49330.0,49330.0,144.0,278212.0,278254.0,SHFE.cu2002,60
154,1.57746324e+18,98274.0,49330.0,49330.0,49320.0,49320.0,256.0,278254.0,278118.0,SHFE.cu2002,60
155,1.5774633e+18,98275.0,49320.0,49330.0,49300.0,49320.0,752.0,278118.0,278092.0,SHFE.cu2002,60
156,1.57746336e+18,98276.0,49320.0,49320.0,49310.0,49310.0,134.0,278092.0,278156.0,SHFE.cu2002,60
157,1.57746342e+18,98277.0,49310.0,49310.0,49300.0,49300.0,130.0,278156.0,278110.0,SHFE.cu2002,60
158,1.57746348e+18,98278.0,49300.0,49310.0,49290.0,49300.0,380.0,278110.0,278104.0,SHFE.cu2002,60
159,1.57746354e+18,98279.0,49300.0,49300.0,49290.0,49290.0,134.0,278104.0,278070.0,SHFE.cu2002,60
160,1.5774636e+18,98280.0,49290.0,49290.0,49240.0,49250.0,1796.0,278070.0,277614.0,SHFE.cu2002,60
161,1.57746366e+18,98281.0,49250.0,49270.0,49250.0,49260.0,372.0,277614.0,277596.0,SHFE.cu2002,60
162,1.57746372e+18,98282.0,49260.0,49300.0,49260.0,49290.0,222.0,277596.0,277594.0,SHFE.cu2002,60
163,1.57746378e+18,98283.0,49290.0,49300.0,49270.0,49280.0,232.0,277594.0,277514.0,SHFE.cu2002,60
164,1.57746384e+18,98284.0,49280.0,49290.0,49260.0,49260.0,460.0,277514.0,277308.0,SHFE.cu2002,60
165,1.5774639e+18,98285.0,49260.0,49270.0,49230.0,49240.0,716.0,277308.0,277048.0,SHFE.cu2002,60
166,1.57746396e+18,98286.0,49240.0,49250.0,49230.0,49240.0,422.0,277048.0,276976.0,SHFE.cu2002,60
167,1.57746402e+18,98287.0,49240.0,49250.0,49240.0,49250.0,182.0,276976.0,276948.0,SHFE.cu2002,60
168,1.57746408e+18,98288.0,49250.0,49290.0,49250.0,49280.0,272.0,276948.0,276898.0,SHFE.cu2002,60
169,1.57746414e+18,98289.0,49280.0,49290.0,49280.0,49290.0,148.0,276898.0,276862.0,SHFE.cu2002,60
170,1.5774642e+18,98290.0,49290.0,49290.0,49280.0,49280.0,78.0,276862.0,276820.0,SHFE.cu2002,60
171,1.57746426e+18,98291.0,49280.0,49310.0,49280.0,49310.0,342.0,276820.0,276720.0,SHFE.cu2002,60
172,1.57746432e+18,98292.0,49310.0,49320.0,49300.0,49310.0,214.0,276720.0,276690.0,SHFE.cu2002,60
173,1.57746438e+18,98293.0,49310.0,49320.0,49310.0,49320.0,58.0,276690.0,276682.0,SHFE.cu2002,60
174,1.57746444e+18,98294.0,49320.0,49330.0,49310.0,49320.0,196.0,276682.0,276580.0,SHFE.cu2002,60
175,1.5774645e+18,98295.0,49320.0,49320.0,49310.0,49320.0,26.0,276580.0,276564.0,SHFE.cu2002,60
176,1.57746456e+18,98296.0,49320.0,49320.0,49310.0,49310.0,56.0,276564.0,276540.0,SHFE.cu2002,60
177,1.57746462e+18,98297.0,49310.0,49310.0,49300.0,49300.0,56.0,276540.0,276496.0,SHFE.cu2002,60
178,1.57746468e+18,98298.0,49300.0,49300.0,49290.0,49290.0,90.0,276496.0,276506.0,SHFE.cu2002,60
179,1.57746474e+18,98299.0,49290.0,49310.0,49280.0,49310.0,174.0,276506.0,276522.0,SHFE.cu2002,60
180,1.5774648e+18,98300.0,49310.0,49310.0,49300.0,49310.0,96.0,276522.0,276494.0,SHFE.cu2002,60
181,1.57746486e+18,98301.0,49310.0,49320.0,49310.0,49310.0,76.0,276494.0,276502.0,SHFE.cu2002,60
182,1.57746492e+18,98302.0,49310.0,49320.0,49310.0,49310.0,28.0,276502.0,276486.0,SHFE.cu2002,60
183,1.57746498e+18,98303.0,49310.0,49340.0,49310.0,49320.0,232.0,276486.0,276474.0,SHFE.cu2002,60
184,1.57746504e+18,98304.0,49320.0,49340.0,49320.0,49330.0,164.0,276474.0,276488.0,SHFE.cu2002,60
185,1.5774651e+18,98305.0,49330.0,49340.0,49320.0,49330.0,144.0,276488.0,276502.0,SHFE.cu2002,60
186,1.57746516e+18,98306.0,49330.0,49330.0,49320.0,49330.0,14.0,276502.0,276496.0,SHFE.cu2002,60
187,1.57746522e+18,98307.0,49330.0,49330.0,49310.0,49320.0,58.0,276496.0,276472.0,SHFE.cu2002,60
188,1.57746528e+18,98308.0,49320.0,49320.0,49320.0,49320.0,42.0,276472.0,276476.0,SHFE.cu2002,60
189,1.57746534e+18,98309.0,49320.0,49320.0,49300.0,49310.0,130.0,276476.0,276422.0,SHFE.cu2002,60
190,1.5774654e+18,98310.0,49310.0,49340.0,49310.0,49340.0,490.0,276422.0,276392.0,SHFE.cu2002,60
191,1.57746546e+18,98311.0,49340.0,49350.0,49340.0,49340.0,52.0,276392.0,276394.0,SHFE.cu2002,60
192,1.57746552e+18,98312.0,49340.0,49360.0,49340.0,49360.0,218.0,276394.0,276320.0,SHFE.cu2002,60
193,1.57746558e+18,98313.0,49360.0,49360.0,49340.0,49350.0,186.0,276320.0,276354.0,SHFE.cu2002,60
194,1.57746564e+18,98314.0,49350.0,49360.0,49350.0,49360.0,36.0,276354.0,276378.0,SHFE.cu2002,60
195,1.5774657e+18,98315.0,49360.0,49370.0,49350.0,49370.0,144.0,276378.0,276338.0,SHFE.cu2002,60
196,1.57746576e+18,98316.0,49370.0,49380.0,49360.0,49370.0,386.0,276338.0,276352.0,SHFE.cu2002,60
197,1.57746582e+18,98317.0,49370.0,49370.0,49350.0,49360.0,160.0,276352.0,276260.0,SHFE.cu2002,60
198,1.57746588e+18,98318.0,49360.0,49380.0,49350.0,49380.0,450.0,276260.0,276332.0,SHFE.cu2002,60
199,1.57746594e+18,98319.0,49380.0,49390.0,49370.0,49380.0,640.0,276332.0,276010.0,SHFE.cu2002,60
