,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration
0,1.577454e+18,98120.0,49520.0,49540.0,49520.0,49540.0,320.0,283732.0,283588.0,SHFE.cu2002,60
1,1.57745406e+18,98121.0,49540.0,49540.0,49520.0,49530.0,294.0,283588.0,283490.0,SHFE.cu2002,60
2,1.57745412e+18,98122.0,49530.0,49530.0,49510.0,49510.0,176.0,283490.0,283450.0,SHFE.cu2002,60
3,1.57745418e+18,98123.0,49510.0,49520.0,49510.0,49510.0,106.0,283450.0,283412.0,SHFE.cu2002,60
4,1.57745424e+18,98124.0,49510.0,49520.0,49510.0,49520.0,106.0,283412.0,283396.0,SHFE.cu2002,60
5,1.5774543e+18,98125.0,49520.0,49530.0,49500.0,49520.0,388.0,283396.0,283422.0,SHFE.cu2002,60
6,1.57745436e+18,98126.0,49520.0,49540.0,49510.0,49540.0,298.0,283422.0,283350.0,SHFE.cu2002,60
7,1.57745442e+18,98127.0,49540.0,49540.0,49530.0,49540.0,50.0,283350.0,283354.0,SHFE.cu2002,60
8,1.57745448e+18,98128.0,49540.0,49540.0,49530.0,49530.0,104.0,283354.0,283322.0,SHFE.cu2002,60
9,1.57745454e+18,98129.0,49530.0,49530.0,49500.0,49510.0,666.0,283322.0,283174.0,SHFE.cu2002,60
10,1.5774546e+18,98130.0,49510.0,49530.0,49500.0,49530.0,982.0,283174.0,283024.0,SHFE.cu2002,60
11,1.57745466e+18,98131.0,49530.0,49530.0,49510.0,49510.0,76.0,283024.0,283038.0,SHFE.cu2002,60
12,1.57745472e+18,98132.0,49510.0,49530.0,49510.0,49510.0,116.0,283038.0,283056.0,SHFE.cu2002,60
13,1.57745478e+18,98133.0,49510.0,49520.0,49500.0,49500.0,236.0,283056.0,282998.0,SHFE.cu2002,60
14,1.57745484e+18,98134.0,49500.0,49510.0,49490.0,49500.0,166.0,282998.0,282952.0,SHFE.cu2002,60
15,1.5774549e+18,98135.0,49500.0,49500.0,49480.0,49480.0,580.0,282952.0,282954.0,SHFE.cu2002,60
16,1.57745496e+18,98136.0,49480.0,49490.0,49470.0,49490.0,578.0,282954.0,282820.0,SHFE.cu2002,60
17,1.57745502e+18,98137.0,49490.0,49490.0,49460.0,49460.0,602.0,282820.0,282766.0,SHFE.cu2002,60
18,1.57745508e+18,98138.0,49460.0,49460.0,49420.0,49430.0,2656.0,282766.0,281752.0,SHFE.cu2002,60
19,1.57745514e+18,98139.0,49430.0,49450.0,49420.0,49420.0,1258.0,281752.0,281432.0,SHFE.cu2002,60
20,1.5774552e+18,98140.0,49420.0,49450.0,49420.0,49420.0,938.0,281432.0,281258.0,SHFE.cu2002,60
21,1.57745526e+18,98141.0,49420.0,49430.0,49390.0,49390.0,2562.0,281258.0,280380.0,SHFE.cu2002,60
22,1.57745532e+18,98142.0,49390.0,49410.0,49360.0,49400.0,4272.0,280380.0,279700.0,SHFE.cu2002,60
23,1.57745538e+18,98143.0,49400.0,49400.0,49380.0,49390.0,640.0,279700.0,279520.0,SHFE.cu2002,60
24,1.57745544e+18,98144.0,49390.0,49410.0,49390.0,49410.0,418.0,279520.0,279474.0,SHFE.cu2002,60
25,1.5774555e+18,98145.0,49410.0,49420.0,49400.0,49400.0,752.0,279474.0,279400.0,SHFE.cu2002,60
26,1.57745556e+18,98146.0,49400.0,49410.0,49390.0,49410.0,282.0,279400.0,279310.0,SHFE.cu2002,60
27,1.57745562e+18,98147.0,49410.0,49410.0,49390.0,49390.0,402.0,279310.0,279310.0,SHFE.cu2002,60
28,1.57745568e+18,98148.0,49390.0,49400.0,49370.0,49370.0,806.0,279310.0,279440.0,SHFE.cu2002,60
29,1.57745574e+18,98149.0,49370.0,49370.0,49350.0,49360.0,1444.0,279440.0,279428.0,SHFE.cu2002,60
30,1.5774558e+18,98150.0,49360.0,49390.0,49360.0,49380.0,628.0,279428.0,279344.0,SHFE.cu2002,60
31,1.57745586e+18,98151.0,49380.0,49390.0,49380.0,49390.0,132.0,279344.0,279288.0,SHFE.cu2002,60
32,1.57745592e+18,98152.0,49390.0,49390.0,49360.0,49370.0,434.0,279288.0,279206.0,SHFE.cu2002,60
33,1.57745598e+18,98153.0,49370.0,49380.0,49360.0,49380.0,130.0,279206.0,279224.0,SHFE.cu2002,60
34,1.57745604e+18,98154.0,49380.0,49380.0,49360.0,49370.0,242.0,279224.0,279250.0,SHFE.cu2002,60
35,1.5774561e+18,98155.0,49370.0,49370.0,49360.0,49360.0,114.0,279250.0,279248.0,SHFE.cu2002,60
36,1.57745616e+18,98156.0,49360.0,49380.0,49360.0,49380.0,514.0,279248.0,279138.0,SHFE.cu2002,60
37,1.57745622e+18,98157.0,49380.0,49390.0,49370.0,49380.0,210.0,279138.0,279140.0,SHFE.cu2002,60
38,1.57745628e+18,98158.0,49380.0,49410.0,49380.0,49410.0,820.0,279140.0,279090.0,SHFE.cu2002,60
39,1.57745634e+18,98159.0,49410.0,49410.0,49400.0,49410.0,164.0,279090.0,279042.0,SHFE.cu2002,60
40,1.5774564e+18,98160.0,49410.0,49420.0,49400.0,49400.0,526.0,279042.0,279066.0,SHFE.cu2002,60
41,1.57745646e+18,98161.0,49400.0,49420.0,49390.0,49410.0,440.0,279066.0,279206.0,SHFE.cu2002,60
42,1.57745652e+18,98162.0,49410.0,49430.0,49410.0,49410.0,422.0,279206.0,279168.0,SHFE.cu2002,60
43,1.57745658e+18,98163.0,49410.0,49420.0,49380.0,49390.0,876.0,279168.0,279438.0,SHFE.cu2002,60
44,1.57745664e+18,98164.0,49390.0,49400.0,49380.0,49400.0,264.0,279438.0,279440.0,SHFE.cu2002,60
45,1.5774567e+18,98165.0,49400.0,49400.0,49360.0,49360.0,686.0,279440.0,279384.0,SHFE.cu2002,60
46,1.57745676e+18,98166.0,49360.0,49380.0,49360.0,49380.0,360.0,279384.0,279464.0,SHFE.cu2002,60
47,1.57745682e+18,98167.0,49380.0,49390.0,49370.0,49380.0,420.0,279464.0,279362.0,SHFE.cu2002,60
48,1.57745688e+18,98168.0,49380.0,49380.0,49370.0,49380.0,178.0,279362.0,279458.0,SHFE.cu2002,60
49,1.57745694e+18,98169.0,49380.0,49380.0,49370.0,49380.0,260.0,279458.0,279472.0,SHFE.cu2002,60
50,1.577457e+18,98170.0,49380.0,49380.0,49310.0,49320.0,2060.0,279472.0,279082.0,SHFE.cu2002,60
51,1.57745706e+18,98171.0,49320.0,49340.0,49320.0,49330.0,572.0,279082.0,278976.0,SHFE.cu2002,60
52,1.57745712e+18,98172.0,49330.0,49340.0,49320.0,49340.0,220.0,278976.0,278948.0,SHFE.cu2002,60
53,1.57745718e+18,98173.0,49340.0,49340.0,49260.0,49300.0,3280.0,278948.0,278514.0,SHFE.cu2002,60
54,1.57745724e+18,98174.0,49300.0,49360.0,49300.0,49360.0,834.0,278514.0,278524.0,SHFE.cu2002,60
55,1.5774573e+18,98175.0,49360.0,49380.0,49360.0,49360.0,734.0,278524.0,278516.0,SHFE.cu2002,60
56,1.57745736e+18,98176.0,49360.0,49360.0,49340.0,49350.0,360.0,278516.0,278546.0,SHFE.cu2002,60
57,1.57745742e+18,98177.0,49350.0,49360.0,49340.0,49350.0,258.0,278546.0,278510.0,SHFE.cu2002,60
58,1.57745748e+18,98178.0,49350.0,49370.0,49350.0,49370.0,258.0,278510.0,278418.0,SHFE.cu2002,60
59,1.57745754e+18,98179.0,49370.0,49370.0,49360.0,49370.0,116.0,278418.0,278404.0,SHFE.cu2002,60
60,1.5774576e+18,98180.0,49370.0,49380.0,49330.0,49330.0,558.0,278404.0,278562.0,SHFE.cu2002,60
61,1.57745766e+18,98181.0,49330.0,49370.0,49330.0,49350.0,320.0,278562.0,278532.0,SHFE.cu2002,60
62,1.57745772e+18,98182.0,49350.0,49370.0,49350.0,49370.0,294.0,278532.0,278666.0,SHFE.cu2002,60
63,1.57745778e+18,98183.0,49370.0,49370.0,49350.0,49370.0,226.0,278666.0,278650.0,SHFE.cu2002,60
64,1.57745784e+18,98184.0,49370.0,49380.0,49360.0,49380.0,468.0,278650.0,278772.0,SHFE.cu2002,60
65,1.5774579e+18,98185.0,49380.0,49400.0,49370.0,49380.0,602.0,278772.0,278748.0,SHFE.cu2002,60
66,1.57745796e+18,98186.0,49380.0,49390.0,49370.0,49380.0,166.0,278748.0,278722.0,SHFE.cu2002,60
67,1.57745802e+18,98187.0,49380.0,49390.0,49380.0,49380.0,140.0,278722.0,278682.0,SHFE.cu2002,60
68,1.57745808e+18,98188.0,49380.0,49380.0,49370.0,49370.0,100.0,278682.0,278698.0,SHFE.cu2002,60
69,1.57745814e+18,98189.0,49370.0,49380.0,49370.0,49380.0,90.0,278698.0,278688.0,SHFE.cu2002,60
70,1.5774582e+18,98190.0,49380.0,49380.0,49370.0,49370.0,82.0,278688.0,278684.0,SHFE.cu2002,60
71,1.57745826e+18,98191.0,49370.0,49390.0,49370.0,49380.0,196.0,278684.0,278678.0,SHFE.cu2002,60
72,1.57745832e+18,98192.0,49380.0,49380.0,49370.0,49370.0,60.0,278678.0,278660.0,SHFE.cu2002,60
73,1.57745838e+18,98193.0,49370.0,49380.0,49370.0,49370.0,32.0,278660.0,278658.0,SHFE.cu2002,60
