date,time,open,high,low,close,volume
2019-08-15,21:00:00,5491.0,5511.0,5491.0,5499.0,25242
2019-08-15,21:01:00,5499.0,5501.0,5494.0,5495.0,33872
2019-08-15,21:02:00,5496.0,5498.0,5493.0,5495.0,40818
2019-08-15,21:03:00,5495.0,5495.0,5486.0,5490.0,48522
2019-08-15,21:04:00,5489.0,5489.0,5485.0,5489.0,53516
2019-08-15,21:05:00,5489.0,5489.0,5487.0,5488.0,55386
2019-08-15,21:06:00,5488.0,5495.0,5488.0,5494.0,60672
2019-08-15,21:07:00,5495.0,5495.0,5491.0,5494.0,65148
2019-08-15,21:08:00,5494.0,5496.0,5492.0,5496.0,67296
2019-08-15,21:09:00,5496.0,5496.0,5493.0,5495.0,71022
2019-08-15,21:10:00,5496.0,5496.0,5493.0,5493.0,73104
2019-08-15,21:11:00,5493.0,5498.0,5492.0,5496.0,77336
2019-08-15,21:12:00,5497.0,5502.0,5496.0,5500.0,84804
2019-08-15,21:13:00,5500.0,5500.0,5492.0,5493.0,89190
2019-08-15,21:14:00,5494.0,5494.0,5491.0,5493.0,91198
2019-08-15,21:15:00,5493.0,5497.0,5492.0,5497.0,92696
2019-08-15,21:16:00,5497.0,5497.0,5494.0,5495.0,93532
2019-08-15,21:17:00,5494.0,5496.0,5494.0,5494.0,94850
2019-08-15,21:18:00,5494.0,5495.0,5493.0,5493.0,95706
2019-08-15,21:19:00,5494.0,5494.0,5492.0,5493.0,96696
2019-08-15,21:20:00,5493.0,5496.0,5493.0,5494.0,97930
2019-08-15,21:21:00,5494.0,5494.0,5491.0,5492.0,100020
2019-08-15,21:22:00,5492.0,5492.0,5488.0,5489.0,102866
2019-08-15,21:23:00,5490.0,5491.0,5488.0,5488.0,104982
2019-08-15,21:24:00,5488.0,5490.0,5487.0,5489.0,107780
2019-08-15,21:25:00,5488.0,5489.0,5487.0,5489.0,109496
2019-08-15,21:26:00,5489.0,5490.0,5484.0,5485.0,112538
2019-08-15,21:27:00,5485.0,5487.0,5484.0,5486.0,114726
2019-08-15,21:28:00,5486.0,5490.0,5486.0,5489.0,116446
2019-08-15,21:29:00,5489.0,5489.0,5486.0,5486.0,118088
2019-08-15,21:30:00,5486.0,5489.0,5486.0,5489.0,120270
2019-08-15,21:31:00,5489.0,5496.0,5489.0,5492.0,125624
2019-08-15,21:32:00,5492.0,5493.0,5490.0,5491.0,126830
2019-08-15,21:33:00,5491.0,5493.0,5490.0,5491.0,127934
2019-08-15,21:34:00,5491.0,5491.0,5489.0,5489.0,129126
2019-08-15,21:35:00,5489.0,5492.0,5489.0,5492.0,130244
2019-08-15,21:36:00,5493.0,5494.0,5491.0,5492.0,132604
2019-08-15,21:37:00,5492.0,5493.0,5490.0,5491.0,133954
2019-08-15,21:38:00,5491.0,5494.0,5490.0,5493.0,134886
2019-08-15,21:39:00,5493.0,5493.0,5491.0,5491.0,135520
2019-08-15,21:40:00,5491.0,5491.0,5490.0,5490.0,136322
2019-08-15,21:41:00,5490.0,5491.0,5489.0,5490.0,137304
2019-08-15,21:42:00,5490.0,5491.0,5488.0,5490.0,138600
2019-08-15,21:43:00,5490.0,5493.0,5490.0,5493.0,139414
2019-08-15,21:44:00,5493.0,5493.0,5491.0,5491.0,139852
2019-08-15,21:45:00,5491.0,5492.0,5489.0,5490.0,140744
2019-08-15,21:46:00,5489.0,5492.0,5488.0,5492.0,142194
2019-08-15,21:47:00,5492.0,5492.0,5491.0,5491.0,142848
2019-08-15,21:48:00,5492.0,5492.0,5491.0,5491.0,143516
2019-08-15,21:49:00,5491.0,5492.0,5490.0,5490.0,143898
2019-08-15,21:50:00,5490.0,5493.0,5490.0,5492.0,144774
2019-08-15,21:51:00,5491.0,5492.0,5490.0,5491.0,145150
2019-08-15,21:52:00,5491.0,5494.0,5491.0,5493.0,146310
2019-08-15,21:53:00,5493.0,5494.0,5493.0,5493.0,146926
2019-08-15,21:54:00,5494.0,5495.0,5493.0,5493.0,149064
2019-08-15,21:55:00,5493.0,5494.0,5492.0,5492.0,150292
2019-08-15,21:56:00,5492.0,5493.0,5489.0,5490.0,151540
2019-08-15,21:57:00,5489.0,5491.0,5489.0,5489.0,152556
2019-08-15,21:58:00,5489.0,5490.0,5489.0,5490.0,152848
2019-08-15,21:59:00,5489.0,5491.0,5489.0,5490.0,153590
2019-08-15,22:00:00,5490.0,5490.0,5489.0,5489.0,154336
2019-08-15,22:01:00,5490.0,5491.0,5488.0,5489.0,155242
2019-08-15,22:02:00,5488.0,5489.0,5484.0,5484.0,159940
2019-08-15,22:03:00,5484.0,5486.0,5481.0,5483.0,165722
2019-08-15,22:04:00,5483.0,5486.0,5482.0,5485.0,168254
2019-08-15,22:05:00,5485.0,5485.0,5481.0,5483.0,171276
2019-08-15,22:06:00,5483.0,5484.0,5482.0,5482.0,172274
2019-08-15,22:07:00,5482.0,5485.0,5482.0,5485.0,173090
2019-08-15,22:08:00,5485.0,5485.0,5483.0,5483.0,173746
2019-08-15,22:09:00,5483.0,5484.0,5480.0,5482.0,177644
2019-08-15,22:10:00,5482.0,5485.0,5482.0,5483.0,179226
2019-08-15,22:11:00,5483.0,5485.0,5482.0,5484.0,179920
2019-08-15,22:12:00,5484.0,5487.0,5484.0,5486.0,181338
2019-08-15,22:13:00,5486.0,5489.0,5486.0,5487.0,183370
2019-08-15,22:14:00,5487.0,5488.0,5487.0,5488.0,184026
2019-08-15,22:15:00,5487.0,5488.0,5486.0,5486.0,184490
2019-08-15,22:16:00,5486.0,5487.0,5484.0,5485.0,185626
