code,name,industry,area
002335,科华恒盛,电气设备,福建
002265,西仪股份,汽车配件,云南
002773,康弘药业,中成药,四川
002462,嘉事堂,医药商业,北京
002590,万安科技,汽车配件,浙江
002837,英维克,专用机械,深圳
002780,三夫户外,其他商业,北京
002595,豪迈科技,专用机械,山东
002123,梦网荣信,互联网,辽宁
002352,顺丰控股,仓储物流,安徽
002310,东方园林,建筑施工,北京
002820,桂发祥,食品,天津
002833,弘亚数控,专用机械,广东
002105,信隆健康,文教休闲,深圳
002689,远大智能,运输设备,辽宁
002847,盐津铺子,食品,湖南
002094,青岛金王,日用化工,山东
002762,金发拉比,服饰,广东
002524,光正集团,供气供热,新疆
002824,和胜股份,铝,广东
002828,贝肯能源,石油开采,新疆
002840,华统股份,食品,浙江
002836,新宏泽,广告包装,广东
002835,同为股份,元器件,深圳
002831,裕同科技,广告包装,深圳
002217,合力泰,元器件,山东
002825,纳尔股份,化工原料,上海
002790,瑞尔特,家居用品,福建
002849,威星智能,电器仪表,浙江
002843,泰嘉股份,钢加工,湖南
002053,云南能投,食品,云南
002850,科达利,机械基件,深圳
002838,道恩股份,塑料,山东
002842,翔鹭钨业,小金属,广东
002618,丹邦科技,元器件,深圳
002136,安 纳 达,化工原料,安徽
002109,兴化股份,化工原料,陕西
002808,苏州恒久,元器件,江苏
002852,道道全,食品,湖南
002792,通宇通讯,通信设备,广东
002552,宝鼎科技,机械基件,浙江
002789,建艺集团,装修装饰,深圳
002863,今飞凯达,汽车配件,浙江
002862,实丰文化,文教休闲,广东
002861,瀛通通讯,通信设备,湖北
002860,星帅尔,电气设备,浙江
002859,洁美科技,元器件,浙江
