symbol,exchange,vtSymbol,date,time,open,high,low,close,volume
TA99,,TA99,20130104,00:00:00,8599.7327,8621.3152,8513.54,8569.7789,533630.0
TA99,,TA99,20130107,00:00:00,8597.5183,8734.5947,8575.0306,8683.8894,921888.0
TA99,,TA99,20130108,00:00:00,8694.0074,8724.2834,8635.5876,8666.1222,980916.0
TA99,,TA99,20130109,00:00:00,8661.4622,8669.3246,8544.351,8569.5016,927608.0
TA99,,TA99,20130110,00:00:00,8572.3512,8592.046999999999,8535.9471,8562.574,503946.0
TA99,,TA99,20130111,00:00:00,8595.019,8628.8453,8434.6445,8437.2964,764770.0
TA99,,TA99,20130114,00:00:00,8445.94,8556.6543,8420.6841,8519.8668,643146.0
TA99,,TA99,20130115,00:00:00,8509.2739,8523.5893,8351.6797,8370.791,1068286.0
TA99,,TA99,20130116,00:00:00,8371.0641,8428.6729,8328.8555,8383.6774,658206.0
TA99,,TA99,20130117,00:00:00,8399.4211,8419.5643,8371.2993,8401.6081,582356.0
TA99,,TA99,20130118,00:00:00,8455.0635,8566.7676,8447.4622,8546.8295,808132.0
TA99,,TA99,20130121,00:00:00,8543.0553,8555.4922,8479.2506,8493.1983,403780.0
TA99,,TA99,20130122,00:00:00,8501.0863,8538.1673,8390.376,8429.4142,863582.0
TA99,,TA99,20130123,00:00:00,8456.9596,8465.0147,8411.7098,8444.8921,496430.0
TA99,,TA99,20130124,00:00:00,8423.9285,8491.4342,8340.2436,8476.0514,1051670.0
TA99,,TA99,20130125,00:00:00,8498.2161,8560.5942,8490.899,8529.9824,885954.0
TA99,,TA99,20130128,00:00:00,8534.255,8618.642,8500.2268,8614.8948,686772.0
TA99,,TA99,20130129,00:00:00,8614.6516,8653.4905,8591.8375,8631.9127,562776.0
TA99,,TA99,20130130,00:00:00,8649.2668,8671.8331,8613.3858,8663.9537,512516.0
TA99,,TA99,20130131,00:00:00,8674.5455,8716.1301,8620.9463,8647.7602,758664.0
TA99,,TA99,20130201,00:00:00,8643.9768,8711.1141,8624.3154,8697.0671,643908.0
TA99,,TA99,20130204,00:00:00,8704.3408,8882.7366,8701.4336,8840.8853,724088.0
TA99,,TA99,20130205,00:00:00,8788.9287,8834.5502,8759.4818,8800.6349,545290.0
TA99,,TA99,20130206,00:00:00,8805.2887,8863.9798,8792.2529,8811.0535,402052.0
TA99,,TA99,20130207,00:00:00,8828.2478,8924.6801,8751.5157,8916.7324,676630.0
TA99,,TA99,20130208,00:00:00,8921.9039,8959.6834,8891.7736,8941.1773,468706.0
TA99,,TA99,20130218,00:00:00,8941.1181,8969.4544,8834.097,8840.4295,537214.0
TA99,,TA99,20130219,00:00:00,8810.7606,8888.2212,8791.0127,8806.9708,616124.0
TA99,,TA99,20130220,00:00:00,8826.6191,8860.1958,8733.2975,8751.5239,646974.0
TA99,,TA99,20130221,00:00:00,8670.0645,8693.1326,8562.0366,8595.5017,772112.0
TA99,,TA99,20130222,00:00:00,8583.7031,8665.3455,8551.5725,8615.1571,529814.0
TA99,,TA99,20130225,00:00:00,8622.0739,8652.0046,8502.0947,8591.415,570490.0
TA99,,TA99,20130226,00:00:00,8520.9725,8586.0033,8405.4895,8405.6821,606028.0
TA99,,TA99,20130227,00:00:00,8445.2953,8460.3729,8356.679,8390.776,663934.0
TA99,,TA99,20130228,00:00:00,8425.3196,8477.0895,8403.1567,8456.683,623462.0
TA99,,TA99,20130301,00:00:00,8393.8557,8404.3631,8239.2126,8266.565999999999,848080.0
TA99,,TA99,20130304,00:00:00,8153.9112,8174.7469,8076.9457,8085.7092,909236.0
TA99,,TA99,20130305,00:00:00,8056.6067,8153.9732,8041.9222,8136.8664,794030.0
TA99,,TA99,20130306,00:00:00,8165.616999999999,8260.3742,8165.4363,8205.1723,787816.0
TA99,,TA99,20130307,00:00:00,8191.77,8226.9088,8098.8654,8141.8125,683488.0
TA99,,TA99,20130308,00:00:00,8204.0645,8230.811,8087.1371,8148.9846,787712.0
TA99,,TA99,20130311,00:00:00,8142.5996,8214.6982,8135.6007,8151.3247,527136.0
TA99,,TA99,20130312,00:00:00,8162.4664,8181.1347,8020.6666,8047.3148,944384.0
TA99,,TA99,20130313,00:00:00,8065.8082,8110.4785,7958.4803,8084.6635,981774.0
TA99,,TA99,20130314,00:00:00,8036.1072,8076.2055,7936.3923,8058.5485,1104546.0
TA99,,TA99,20130315,00:00:00,8090.6355,8333.1364,8088.0482,8241.9567,1356730.0
