symbol,exchange,vtSymbol,date,time,open,high,low,close,volume
RB99,,RB99,20130104,00:00:00,4015.8121,4020.9804,3963.6747,3987.9277,2321306.0
RB99,,RB99,20130107,00:00:00,4026.3946,4045.1798,3992.1742,4002.3863,2923816.0
RB99,,RB99,20130108,00:00:00,4011.5494,4018.0576,3966.4135,4008.2476,2544248.0
RB99,,RB99,20130109,00:00:00,4007.4364,4013.4346,3974.812,3996.4312,2225108.0
RB99,,RB99,20130110,00:00:00,3993.1689,4028.592,3980.8627,4018.0904,2914060.0
RB99,,RB99,20130111,00:00:00,4020.3592,4027.0751,3917.0258,3924.1739,3239058.0
RB99,,RB99,20130114,00:00:00,3928.8975,4024.381,3892.5233,4002.3678,3943070.0
RB99,,RB99,20130115,00:00:00,4003.9013,4010.7145,3967.6732,3976.2443,2470342.0
RB99,,RB99,20130116,00:00:00,3966.0372,3969.9815,3897.3515,3934.6077,2754544.0
RB99,,RB99,20130117,00:00:00,3930.5117,3949.1502,3900.2444,3946.741,2482336.0
RB99,,RB99,20130118,00:00:00,3961.1098,4004.2531,3952.8779,4002.3363,2387128.0
RB99,,RB99,20130121,00:00:00,3991.3097,4012.4498,3963.0736,3966.0068,2418396.0
RB99,,RB99,20130122,00:00:00,3970.1976,3991.1066,3946.3862,3987.9298,2347256.0
RB99,,RB99,20130123,00:00:00,3990.7212,4055.6812,3981.1139,4053.6672,2749580.0
RB99,,RB99,20130124,00:00:00,4053.7099,4067.9605,3998.3394,4033.0782,3778212.0
RB99,,RB99,20130125,00:00:00,4041.0251,4086.2883,4035.5769,4077.7245,3619616.0
RB99,,RB99,20130128,00:00:00,4076.9624,4083.6012,4058.4013,4071.9621,1920798.0
RB99,,RB99,20130129,00:00:00,4065.0895,4078.7643,4047.4572,4073.0733,1735192.0
RB99,,RB99,20130130,00:00:00,4076.2252,4136.4727,4075.9234,4119.3481,2446006.0
RB99,,RB99,20130131,00:00:00,4131.9197,4136.3585,4105.9203,4133.0779999999995,1600796.0
RB99,,RB99,20130201,00:00:00,4127.8038,4176.4014,4117.5853,4174.1117,2255978.0
RB99,,RB99,20130204,00:00:00,4188.0307,4240.9192,4182.9813,4226.7559,1903842.0
RB99,,RB99,20130205,00:00:00,4213.6571,4234.071,4151.4118,4185.8669,2966372.0
RB99,,RB99,20130206,00:00:00,4201.0207,4202.0282,4131.0994,4146.7485,2425448.0
RB99,,RB99,20130207,00:00:00,4152.152,4196.8665,4133.0098,4182.2699,2216546.0
RB99,,RB99,20130208,00:00:00,4186.4673,4217.4998,4178.9613,4200.5299,1552252.0
RB99,,RB99,20130218,00:00:00,4210.1515,4223.49,4114.0731,4119.8771,2084208.0
RB99,,RB99,20130219,00:00:00,4129.2541,4174.8481,4125.612,4146.3903,2554578.0
RB99,,RB99,20130220,00:00:00,4152.4604,4171.1076,4126.2562,4142.5612,2738040.0
RB99,,RB99,20130221,00:00:00,4120.9925,4132.4924,4028.3395,4061.0448,4103642.0
RB99,,RB99,20130222,00:00:00,4047.1768,4066.5741,4007.8141,4016.7191,2388850.0
RB99,,RB99,20130225,00:00:00,4021.8807,4029.9916,3980.2592,3995.2094,2664978.0
RB99,,RB99,20130226,00:00:00,3966.7676,4011.5114,3939.5532,3943.1999,2746636.0
RB99,,RB99,20130227,00:00:00,3956.8782,3995.6701,3938.5171,3972.3374,3332568.0
RB99,,RB99,20130228,00:00:00,3976.9662,4048.7483,3976.8797,4037.5776,2963344.0
RB99,,RB99,20130301,00:00:00,4028.776,4034.5531,3951.3977,4007.0314,3469280.0
RB99,,RB99,20130304,00:00:00,3965.5378,3977.4934,3882.5961,3899.6091,4025924.0
RB99,,RB99,20130305,00:00:00,3908.9236,3943.4437,3888.4570000000003,3934.7908,2805560.0
RB99,,RB99,20130306,00:00:00,3936.6905,3960.5997,3909.1625,3933.5941,2987186.0
RB99,,RB99,20130307,00:00:00,3933.0397,3946.2171,3913.4847,3928.4238,3036508.0
RB99,,RB99,20130308,00:00:00,3948.8272,3956.9044,3889.1166,3925.6079999999997,3351684.0
RB99,,RB99,20130311,00:00:00,3909.0263,3936.2438,3867.2193,3906.0358,3417636.0
RB99,,RB99,20130312,00:00:00,3901.7206,3922.6212,3873.1817,3891.5469,3139538.0
RB99,,RB99,20130313,00:00:00,3896.39,3898.3485,3818.1578,3830.6863,3604630.0
RB99,,RB99,20130314,00:00:00,3820.2394,3823.2269,3739.8103,3763.8086,4098616.0
RB99,,RB99,20130315,00:00:00,3769.8583,3916.42,3764.7808,3857.0108,5106786.0
RB99,,RB99,20130318,00:00:00,3831.6162,3860.8669,3782.6928,3827.0423,3625618.0
RB99,,RB99,20130319,00:00:00,3828.1706,3846.6459,3816.1711,3840.7816,2223932.0
RB99,,RB99,20130320,00:00:00,3819.1341,3882.901,3816.5497,3867.2764,2657204.0
RB99,,RB99,20130321,00:00:00,3882.7238,3925.3299,3871.2863,3899.4096,3384506.0
RB99,,RB99,20130322,00:00:00,3883.9253,3918.8917,3872.1506,3875.0358,2329196.0
RB99,,RB99,20130325,00:00:00,3880.6502,3922.9888,3880.3612,3909.0612,2681496.0
RB99,,RB99,20130326,00:00:00,3902.1884,3941.7943,3861.1097,3879.719,3273358.0
RB99,,RB99,20130327,00:00:00,3889.7740000000003,3913.5857,3877.9883,3886.9858,2479492.0
RB99,,RB99,20130328,00:00:00,3897.7070000000003,3904.6746,3811.7525,3822.5707,3595358.0
RB99,,RB99,20130329,00:00:00,3787.7039,3838.4573,3766.1435,3808.4207,3042244.0
RB99,,RB99,20130401,00:00:00,3791.7912,3795.9673,3708.817,3721.6416,3595708.0
RB99,,RB99,20130402,00:00:00,3733.3773,3771.5654,3704.133,3767.5352,3569588.0
RB99,,RB99,20130403,00:00:00,3758.9023,3817.6248,3752.9179999999997,3796.7223,3432486.0
RB99,,RB99,20130408,00:00:00,3778.9437,3843.0382,3766.16,3833.1481,3269950.0
RB99,,RB99,20130409,00:00:00,3843.4367,3859.0839,3818.3651,3844.8708,2975610.0
RB99,,RB99,20130410,00:00:00,3856.65,3859.8172,3820.9232,3844.4322,2403470.0
RB99,,RB99,20130411,00:00:00,3842.7116,3885.3076,3822.7113,3822.7357,3294358.0
RB99,,RB99,20130412,00:00:00,3822.8324,3841.7165,3810.9167,3835.7552,3011086.0
RB99,,RB99,20130415,00:00:00,3798.448,3801.4554,3709.9133,3736.594,4020242.0
RB99,,RB99,20130416,00:00:00,3679.3325,3761.3540000000003,3663.6401,3748.0146,3813774.0
RB99,,RB99,20130417,00:00:00,3764.1993,3774.2874,3676.8774,3697.7426,4560126.0
RB99,,RB99,20130418,00:00:00,3620.4865,3683.5172,3596.6235,3649.6709,4829382.0
RB99,,RB99,20130419,00:00:00,3665.4198,3695.5086,3638.8004,3684.4168,3396776.0
RB99,,RB99,20130422,00:00:00,3701.6709,3715.592,3642.8987,3645.9074,2940386.0
RB99,,RB99,20130423,00:00:00,3652.063,3663.0047,3583.3829,3599.2689,3548574.0
RB99,,RB99,20130424,00:00:00,3603.2377,3683.6798,3577.1714,3643.9281,4267556.0
RB99,,RB99,20130425,00:00:00,3644.9777,3667.8437,3624.0742,3646.8987,2411724.0
RB99,,RB99,20130426,00:00:00,3669.6953,3681.8795,3599.052,3599.8445,2991574.0
RB99,,RB99,20130502,00:00:00,3550.0209999999997,3572.9724,3529.9828,3542.0376,2325310.0
RB99,,RB99,20130503,00:00:00,3552.1768,3609.7505,3545.2526,3580.9544,3417272.0
